Fe5160	0.104283871	0.035380645
N5200	0.219922581	0.099354839
O6300  	0.838193548	0.093419355
HA6563  	1	0
N6583	0.165935484	0.040051613
S6716    	1.608	0.035870968
S6731    	1.529290323	0.034580645
Fe7155    	0.188619355	0.014941935
Fe7172    	0.076129032	0.021109677
Ca7291    	0.976774194	0.069935484
Fe7452    	0.094167742	0.029445161
Fe8619    	0.391251613	0.037858065
C9850	5.302709677	0.214193548
