VS B DENZ PART A I Thigh Tlow Time Dcool Compr Ion HB4861 Fe5160 N5200 Fe5262 O5577 N5755 O6300 HA6563 N6583 S6716 S6731 Fe7155 Fe7172 Ca7291 O7330 Fe7390 Fe7452 Fe8619 C8730 Fe8894 Fe9054 Fe9229 C9850
30.0 1000.0 5.5 .05 1 0 0.2316E+05 0.1011E+04 0.8488E+01 0.7712E+14 0.847E+01 0.356E-01 0.237088 0.0161362 0.0192042 0.0530533 0.0156241 0.00209586 1.76157 0.0577 0.0694669 0.0808471 0.183269 0.0200885 0.00624254 0.175445 0.0170941 0.00463034 0.00630181 0.366069 0.270281 0.14984 0.0864353 0.0842873 1.14514
30.0 1000.0 5.5 .1 1 0 0.2223E+05 0.1006E+04 0.8250E+01 0.7478E+14 0.858E+01 0.552E-01 0.264332 0.0157357 0.0105204 0.0457083 0.013851 0.00285479 1.47497 0.0771 0.066876 0.0489014 0.111019 0.0189077 0.0060162 0.157806 0.0267768 0.00446192 0.00593161 0.287992 0.255345 0.117868 0.0679994 0.0663024 0.806213
30.0 1000.0 5.5 .25 1 0 0.1983E+05 0.1003E+04 0.7682E+01 0.6956E+14 0.865E+01 0.976E-01 0.301268 0.0134637 0.00428101 0.0337872 0.0108456 0.00388635 0.958031 0.1341 0.0521193 0.0228361 0.051818 0.0153827 0.00502515 0.125629 0.0470881 0.00372668 0.00482631 0.167463 0.202753 0.0677581 0.0395414 0.0381134 0.4278
30.0 100.0 5.5 .02 1 0 0.2585E+05 0.1009E+04 0.7811E+01 0.1684E+14 0.211E+02 0.193E-01 0.212199 0.0208379 0.0219838 0.0672056 0.0189706 0.0019883 2.24931 0.0623 0.0547474 0.0901846 0.20456 0.0264633 0.00830123 0.222809 0.0117134 0.00615802 0.00830123 0.472364 0.284347 0.193237 0.111532 0.108699 1.18195
30.0 100.0 5.5 .05 1 0 0.2519E+05 0.1023E+04 0.7540E+01 0.1593E+14 0.222E+02 0.292E-01 0.233151 0.0223242 0.0134995 0.0639021 0.0188853 0.00298434 2.10069 0.0733 0.0571221 0.0608525 0.138259 0.0273766 0.00877815 0.220328 0.0200977 0.00651192 0.00858697 0.407292 0.312423 0.166195 0.096168 0.0934867 0.953589
30.0 1000.0 5.5 .5 1 0 0.1684E+05 0.1016E+04 0.6991E+01 0.6336E+14 0.855E+01 0.153E+00 0.32302 0.0115124 0.00217069 0.0263713 0.00810779 0.00516832 0.594356 0.2285 0.0419926 0.0124686 0.0281996 0.0123846 0.00407328 0.106596 0.0778477 0.00302023 0.00388593 0.100679 0.159572 0.0403613 0.023771 0.0227051 0.236773
30.0 100.0 5.5 .1 1 0 0.2416E+05 0.1024E+04 0.7347E+01 0.1531E+14 0.231E+02 0.420E-01 0.256489 0.0220452 0.00831023 0.0573278 0.0180311 0.00397557 1.79542 0.0917 0.0530931 0.0407817 0.0928489 0.0262106 0.00854876 0.205447 0.0310095 0.0063404 0.00822302 0.317687 0.302656 0.128667 0.0750101 0.0723785 0.715603
30.0 100.0 5.5 .25 1 0 0.2154E+05 0.1024E+04 0.7024E+01 0.1447E+14 0.238E+02 0.706E-01 0.294311 0.0194216 0.00397026 0.0449207 0.0154219 0.00544476 1.20668 0.1459 0.0423808 0.0216024 0.0488557 0.0217143 0.00715765 0.171583 0.0550951 0.00530937 0.00681036 0.189737 0.249576 0.0759705 0.0448 0.042734 0.414979
30.0 10.0 5.5 .02 1 0 0.2587E+05 0.1009E+04 0.1140E+02 0.2002E+14 0.232E+02 0.174E-01 0.211507 0.0211 0.0240907 0.0680863 0.0196067 0.00196913 2.39003 0.0617 0.0543574 0.103216 0.232658 0.026633 0.00833973 0.219968 0.0119079 0.00618447 0.00835454 0.470399 0.302455 0.192393 0.111069 0.108226 1.40652
30.0 10.0 5.5 .05 1 0 0.2521E+05 0.1002E+04 0.1123E+02 0.1929E+14 0.246E+02 0.256E-01 0.232414 0.0225627 0.0151301 0.0645599 0.0195692 0.0029749 2.23582 0.0725 0.0571738 0.0718159 0.162457 0.0274481 0.00878524 0.218469 0.0204524 0.00651688 0.00861093 0.401848 0.330028 0.163949 0.0948829 0.0922241 1.15277
30.0 100.0 5.5 .5 1 0 0.1827E+05 0.1011E+04 0.6771E+01 0.1388E+14 0.234E+02 0.112E+00 0.318768 0.0165919 0.00218356 0.0356798 0.0118901 0.00704478 0.761857 0.2371 0.0357021 0.0124638 0.028211 0.0173633 0.00569002 0.144721 0.0911678 0.00422049 0.00544775 0.118362 0.196999 0.0471172 0.0279464 0.0265024 0.240033
30.0 10.0 5.5 .1 1 0 0.2418E+05 0.1005E+04 0.1094E+02 0.1861E+14 0.257E+02 0.358E-01 0.256512 0.0223294 0.00961921 0.0579897 0.018828 0.00402724 1.92128 0.0906 0.0538675 0.0497634 0.112352 0.0262899 0.00856238 0.205723 0.0317306 0.00634868 0.00824687 0.311449 0.323205 0.126106 0.0735369 0.0709359 0.882402
30.0 10.0 5.5 .25 1 0 0.2156E+05 0.1005E+04 0.1037E+02 0.1752E+14 0.265E+02 0.582E-01 0.29301 0.0195877 0.00474384 0.0452144 0.0161156 0.0055672 1.29511 0.1445 0.0433655 0.0270742 0.0609462 0.0216388 0.00712308 0.172876 0.0563166 0.00528298 0.00678612 0.182754 0.265174 0.0731237 0.0431516 0.0411328 0.515698
30.0 1.0 5.5 .02 1 0 0.2587E+05 0.1005E+04 0.1146E+02 0.2002E+14 0.232E+02 0.174E-01 0.211507 0.0211042 0.0240907 0.068099 0.0196067 0.00199874 2.39003 0.0617 0.0547804 0.103216 0.232658 0.0266372 0.00834185 0.219968 0.0119079 0.00618659 0.00835665 0.470494 0.302455 0.192431 0.111092 0.108247 1.40864
30.0 1.0 5.5 .05 1 0 0.2521E+05 0.1006E+04 0.1123E+02 0.1925E+14 0.246E+02 0.256E-01 0.232414 0.0225674 0.0151301 0.0645692 0.0195692 0.00302138 2.23582 0.0725 0.0576386 0.0718159 0.162457 0.0274527 0.00878757 0.218701 0.0204524 0.00651688 0.00861093 0.401922 0.330028 0.16398 0.0949015 0.0922404 1.15277
30.0 10.0 5.5 .5 1 0 0.1829E+05 0.1009E+04 0.7695E+01 0.1284E+14 0.251E+02 0.108E+00 0.318718 0.0168379 0.00225334 0.0362096 0.0120476 0.00710742 0.777673 0.2372 0.0356965 0.0129081 0.0292583 0.0176442 0.00577836 0.147567 0.0914722 0.00428676 0.00553614 0.120919 0.200474 0.0481233 0.0285508 0.0270688 0.249556
30.0 1.0 5.5 .1 1 0 0.2418E+05 0.1001E+04 0.1100E+02 0.1862E+14 0.257E+02 0.358E-01 0.256512 0.0223319 0.00961921 0.058 0.018828 0.00410419 1.92128 0.0906 0.0541241 0.0497634 0.112352 0.0262951 0.00856238 0.205723 0.0317306 0.00635124 0.00824943 0.311506 0.323205 0.126127 0.0735523 0.0709487 0.882402
30.0 1.0 5.5 .25 1 0 0.2156E+05 0.1002E+04 0.8092E+01 0.1347E+14 0.254E+02 0.679E-01 0.294114 0.0197438 0.0040823 0.0456406 0.0156468 0.00549992 1.23234 0.1461 0.0426465 0.0223526 0.0505875 0.0220997 0.00728519 0.175586 0.0554992 0.00540287 0.00693226 0.193562 0.254114 0.0774666 0.0457023 0.0435759 0.429406
30.0 1.0 5.5 .5 1 0 0.1829E+05 0.1014E+04 0.7693E+01 0.1282E+14 0.251E+02 0.108E+00 0.318718 0.0168411 0.00225334 0.036216 0.0120476 0.00710742 0.777673 0.2372 0.0356965 0.01294 0.0292583 0.0176474 0.00578155 0.147567 0.0914722 0.00428676 0.00553614 0.120947 0.200474 0.0481328 0.0285572 0.0270751 0.249556
30.0 3000.0 5.5 .02 1 0 0.1318E+05 0.1017E+04 0.1248E+02 0.3445E+15 0.308E+01 0.165E-01 0.254039 0.0200869 0.223555 0.123605 0.0312468 0.00119144 4.01382 0.01275 0.11635 0.744335 1.5725 0.0390255 0.0103953 0.551265 0.0112539 0.00771009 0.0122421 0.898539 0.690987 0.326009 0.212161 0.183386 8.71355
30.0 3000.0 5.5 .05 1 0 0.1286E+05 0.1001E+04 0.1153E+02 0.3168E+15 0.310E+01 0.373E-01 0.291398 0.0160735 0.0634957 0.0733391 0.0175422 0.00158229 2.37781 0.02639 0.122096 0.240695 0.533259 0.0246756 0.00720628 0.32928 0.0176005 0.00534424 0.00773954 0.545827 0.474979 0.214309 0.12888 0.120551 3.67162
30.0 3000.0 5.5 .1 1 0 0.1236E+05 0.1001E+04 0.1062E+02 0.2914E+15 0.312E+01 0.665E-01 0.309969 0.0125072 0.0234646 0.0471866 0.0109109 0.00184741 1.52195 0.04825 0.106629 0.09981 0.224727 0.0173273 0.00529427 0.216668 0.0227207 0.00392731 0.00543685 0.350783 0.337866 0.142232 0.0828268 0.0800092 1.76682
30.0 3000.0 5.5 .25 1 0 0.1110E+05 0.1033E+04 0.8712E+01 0.2394E+15 0.313E+01 0.132E+00 0.326562 0.00835999 0.00650512 0.0259356 0.00545359 0.00207693 0.777218 0.11155 0.0734765 0.0326562 0.0741296 0.010966 0.00348768 0.125726 0.0294886 0.00258637 0.0034387 0.177098 0.200836 0.072376 0.0418163 0.0407125 0.649859
30.0 300.0 5.5 .02 1 0 0.2567E+05 0.1031E+04 0.6704E+01 0.2367E+14 0.165E+02 0.207E-01 0.212417 0.0187734 0.0220277 0.0620407 0.0178643 0.00184591 2.0562 0.0604 0.0548036 0.0875159 0.198823 0.0237759 0.00740911 0.19946 0.0110669 0.00549523 0.00745797 0.435296 0.259149 0.178118 0.10278 0.100195 1.0897
30.0 300.0 5.5 .05 1 0 0.2502E+05 0.1026E+04 0.6510E+01 0.2264E+14 0.172E+02 0.323E-01 0.233333 0.020167 0.0131133 0.0587697 0.01757 0.00275333 1.91333 0.0717 0.0576333 0.0574 0.130667 0.0246213 0.00785633 0.196933 0.01911 0.00582633 0.00772333 0.37779 0.282333 0.15449 0.0892033 0.0869027 0.865667
30.0 300.0 5.5 .1 1 0 0.2400E+05 0.1008E+04 0.6401E+01 0.2203E+14 0.176E+02 0.475E-01 0.257475 0.0200084 0.00787874 0.0527463 0.0166844 0.00370764 1.63754 0.0903 0.0538123 0.0378488 0.0857392 0.023716 0.0077088 0.18358 0.0296869 0.00571852 0.00743846 0.296508 0.272924 0.120395 0.07001 0.0677237 0.646262
30.0 300.0 5.5 .25 1 0 0.2139E+05 0.1033E+04 0.5991E+01 0.2055E+14 0.180E+02 0.815E-01 0.293475 0.0176056 0.00360681 0.041066 0.0141162 0.00504777 1.09173 0.1456 0.0425539 0.019252 0.0437278 0.0196628 0.00647993 0.152607 0.0527375 0.00480712 0.00616885 0.175501 0.225389 0.0703959 0.0414387 0.0395986 0.366844
30.0 30.0 5.5 .02 1 0 0.2587E+05 0.1003E+04 0.1124E+02 0.2017E+14 0.230E+02 0.174E-01 0.211507 0.0210661 0.0240907 0.0679954 0.0196067 0.00190357 2.39003 0.0617 0.0532998 0.103004 0.232658 0.0265865 0.00832281 0.219968 0.0119079 0.0061739 0.00833973 0.469616 0.302455 0.192082 0.110885 0.108051 1.40229
30.0 30.0 5.5 .05 1 0 0.2521E+05 0.1005E+04 0.1100E+02 0.1939E+14 0.244E+02 0.257E-01 0.232414 0.0225302 0.0151069 0.0644716 0.019546 0.00290517 2.23117 0.0725 0.0562441 0.0715834 0.161992 0.0274016 0.0087713 0.218004 0.0204524 0.00650526 0.00859466 0.401232 0.330028 0.163708 0.0947365 0.0920893 1.14812
30.0 300.0 5.5 .5 1 0 0.1815E+05 0.1033E+04 0.5708E+01 0.1957E+14 0.176E+02 0.130E+00 0.318558 0.0152143 0.00195276 0.0328879 0.0109265 0.006626 0.69127 0.2371 0.0356784 0.0110221 0.0249749 0.0159056 0.00521797 0.130609 0.0882404 0.00387047 0.00498861 0.10916 0.179985 0.0434959 0.0257745 0.0244684 0.211204
30.0 30.0 5.5 .1 1 0 0.2418E+05 0.1009E+04 0.1072E+02 0.1872E+14 0.255E+02 0.359E-01 0.256512 0.022296 0.00959355 0.0579127 0.0188023 0.00392464 1.91615 0.0906 0.0528415 0.0495068 0.112096 0.0262489 0.00854698 0.20521 0.0317049 0.00633842 0.00823404 0.310982 0.32064 0.125927 0.0734292 0.0708358 0.879837
30.0 30.0 5.5 .25 1 0 0.2156E+05 0.1009E+04 0.1015E+02 0.1761E+14 0.263E+02 0.584E-01 0.29301 0.0195614 0.00474091 0.0451558 0.0160863 0.00542069 1.29218 0.1445 0.0424865 0.0269863 0.0606531 0.0216066 0.00711136 0.172583 0.0563166 0.00527419 0.00677733 0.182466 0.264588 0.0730123 0.0430842 0.0410713 0.512768
30.0 30.0 5.5 .5 1 0 0.1829E+05 0.1010E+04 0.9524E+01 0.1654E+14 0.260E+02 0.917E-01 0.319649 0.0169062 0.00268825 0.0362961 0.0125942 0.00722407 0.831087 0.2336 0.0367596 0.0159185 0.0358007 0.0174624 0.00571213 0.147997 0.0936571 0.00423855 0.00547878 0.11438 0.211288 0.0454956 0.0270071 0.0255911 0.301429
30.0 1000.0 6.0 .02 1 0 0.1038E+06 0.1089E+04 0.2588E+01 0.1165E+15 0.590E+01 0.631E-01 0.320779 0.00879256 8.0291e-05 0.0111214 0.00429844 0.00356065 0.0680052 61.6 0.00133444 0.000628727 0.00142105 0.00550136 0.00159427 0.0449091 0.0187977 0.00118368 0.00172579 0.0141913 0.0101045 0.00549174 0.00335214 0.0030891 0.00166805
30.0 1000.0 6.0 .05 1 0 0.2454E+05 0.1003E+04 0.5923E+01 0.3229E+14 0.134E+02 0.233E-01 0.234316 0.0268198 0.00777928 0.0658239 0.0234316 0.00299924 2.04558 0.2104 0.0297581 0.0391307 0.0888056 0.0310538 0.0102115 0.230801 0.0192607 0.00757308 0.0097405 0.329694 0.335071 0.132848 0.0778467 0.0747279 0.646711
30.0 1000.0 6.0 .1 1 0 0.2354E+05 0.1005E+04 0.5764E+01 0.3134E+14 0.137E+02 0.326E-01 0.260075 0.0258436 0.00476457 0.0580279 0.0231466 0.00387511 1.63847 0.268 0.0260075 0.0262675 0.059297 0.028538 0.0094199 0.20988 0.0288423 0.0069856 0.00895177 0.232756 0.31469 0.0928883 0.054959 0.0522516 0.478537
30.0 1000.0 6.0 .25 1 0 0.2099E+05 0.1008E+04 0.5473E+01 0.2967E+14 0.138E+02 0.524E-01 0.296163 0.0219782 0.00225084 0.0439387 0.0198725 0.00500515 0.98326 0.443 0.0192506 0.013505 0.0305047 0.0219782 0.0071079 0.16822 0.0473268 0.00527169 0.00689466 0.122019 0.243742 0.0482271 0.0288107 0.0271285 0.262696
30.0 100.0 6.0 .02 1 0 0.2587E+05 0.1005E+04 0.6257E+01 0.1157E+14 0.243E+02 0.139E-01 0.212045 0.0323665 0.0108143 0.0832169 0.0262935 0.00245972 2.56574 0.1976 0.0275658 0.0508907 0.115776 0.0391434 0.0128351 0.311705 0.0128075 0.00951868 0.0122795 0.475361 0.354114 0.192081 0.112242 0.108049 0.754879
30.0 100.0 6.0 .05 1 0 0.2521E+05 0.1016E+04 0.6099E+01 0.1109E+14 0.256E+02 0.197E-01 0.232688 0.033421 0.00691084 0.0782135 0.0279226 0.00349032 2.24311 0.2325 0.0255957 0.0356013 0.0809755 0.0387472 0.0128141 0.297841 0.0208721 0.00950298 0.0121556 0.368615 0.376955 0.147534 0.087037 0.0829906 0.609643
30.0 1000.0 6.0 .5 1 0 0.1781E+05 0.1002E+04 0.5217E+01 0.2822E+14 0.137E+02 0.801E-01 0.321609 0.0188463 0.00122533 0.0347337 0.0152443 0.00633569 0.585328 0.7298 0.0154051 0.00765429 0.0172704 0.0169906 0.00534835 0.140221 0.0733268 0.00396865 0.00532906 0.0718377 0.184925 0.0282919 0.0169616 0.0159132 0.145046
30.0 100.0 6.0 .1 1 0 0.2418E+05 0.1015E+04 0.5994E+01 0.1076E+14 0.265E+02 0.268E-01 0.256552 0.0322614 0.00448452 0.0697282 0.0277076 0.004464 1.7933 0.29 0.0224226 0.0248086 0.0561848 0.0354914 0.0116731 0.271945 0.0307606 0.00865862 0.0111318 0.267555 0.356607 0.106315 0.0631733 0.0598048 0.461793
30.0 100.0 6.0 .25 1 0 0.2155E+05 0.1014E+04 0.5823E+01 0.1033E+14 0.272E+02 0.425E-01 0.292842 0.0275447 0.00224902 0.0535168 0.0238959 0.00568113 1.08644 0.461 0.0169262 0.0134707 0.0304555 0.0273661 0.00876182 0.216117 0.0496952 0.00649816 0.00858319 0.150073 0.277614 0.0592477 0.0354338 0.0333283 0.262972
30.0 10.0 6.0 .02 1 0 0.2587E+05 0.1003E+04 0.8120E+01 0.1382E+14 0.256E+02 0.122E-01 0.210958 0.0319369 0.0123199 0.0822798 0.0270026 0.00240492 2.72135 0.1953 0.0272135 0.0603338 0.136911 0.0381812 0.0124887 0.295341 0.0129106 0.00926314 0.0119761 0.458063 0.373395 0.185132 0.108156 0.104139 0.905008
30.0 10.0 6.0 .05 1 0 0.2521E+05 0.1005E+04 0.7966E+01 0.1335E+14 0.269E+02 0.168E-01 0.232721 0.0331255 0.00812196 0.077531 0.0288574 0.00349081 2.39703 0.2286 0.025832 0.0437515 0.0986737 0.0378683 0.0124994 0.288574 0.0212241 0.0092716 0.0118781 0.352228 0.40028 0.140968 0.0831675 0.0792973 0.74238
30.0 100.0 6.0 .5 1 0 0.1828E+05 0.1001E+04 0.5700E+01 0.1002E+14 0.271E+02 0.658E-01 0.319152 0.0232183 0.00126384 0.0418759 0.018064 0.00698942 0.65107 0.7451 0.0138831 0.00781922 0.017681 0.0208821 0.00652665 0.174895 0.0762773 0.00484153 0.00655219 0.0918359 0.207768 0.0361695 0.0216832 0.0203459 0.149363
30.0 10.0 6.0 .1 1 0 0.2418E+05 0.1008E+04 0.7787E+01 0.1293E+14 0.278E+02 0.224E-01 0.256491 0.0319691 0.00540684 0.0690064 0.028727 0.00451425 1.91855 0.285 0.0227251 0.0310354 0.0700221 0.034593 0.0113549 0.264186 0.0313176 0.00842317 0.0108521 0.25201 0.377042 0.100103 0.0595034 0.0563101 0.564281
30.0 10.0 6.0 .25 1 0 0.2156E+05 0.1008E+04 0.7468E+01 0.1229E+14 0.285E+02 0.348E-01 0.294273 0.0275557 0.00281325 0.0533988 0.0250426 0.00585604 1.18004 0.454 0.0174798 0.0172738 0.0388441 0.0268407 0.00857218 0.215114 0.0510564 0.00635924 0.00841915 0.140071 0.297216 0.0552733 0.0330734 0.0310929 0.3237
30.0 1.0 6.0 .02 1 0 0.2587E+05 0.1005E+04 0.8120E+01 0.1381E+14 0.256E+02 0.122E-01 0.210958 0.031939 0.0122988 0.082284 0.0270026 0.00244711 2.72135 0.1953 0.0274245 0.0603338 0.136911 0.0381833 0.0124887 0.295341 0.0129106 0.00926314 0.0119782 0.458088 0.373395 0.185143 0.108162 0.104145 0.905008
30.0 1.0 6.0 .05 1 0 0.2521E+05 0.1006E+04 0.7965E+01 0.1334E+14 0.269E+02 0.168E-01 0.232721 0.0331278 0.00812196 0.0775333 0.0288574 0.00351409 2.39703 0.2286 0.0260647 0.0437515 0.0986737 0.0378707 0.0124994 0.288574 0.0212241 0.0092716 0.0118804 0.352251 0.40028 0.140978 0.0831721 0.079302 0.74238
30.0 10.0 6.0 .5 1 0 0.1829E+05 0.1012E+04 0.6034E+01 0.9737E+13 0.278E+02 0.647E-01 0.319495 0.0233647 0.00128117 0.0421414 0.0181793 0.00702889 0.654964 0.7443 0.013898 0.00795542 0.0179876 0.0210228 0.00656881 0.176361 0.0763593 0.0048723 0.00659437 0.0929634 0.20895 0.0366141 0.0219493 0.0205946 0.15176
30.0 1.0 6.0 .1 1 0 0.2418E+05 0.1001E+04 0.7832E+01 0.1296E+14 0.278E+02 0.224E-01 0.256491 0.0319716 0.00540684 0.0690115 0.028727 0.00456554 1.91855 0.285 0.022879 0.0310354 0.0700221 0.0345955 0.0113574 0.264186 0.0313176 0.00842317 0.0108521 0.252031 0.377042 0.100111 0.0595085 0.0563152 0.564281
30.0 1.0 6.0 .25 1 0 0.2156E+05 0.1002E+04 0.6260E+01 0.1011E+14 0.279E+02 0.418E-01 0.292842 0.0277028 0.00227831 0.0538302 0.024013 0.00571041 1.0923 0.461 0.0169262 0.0136757 0.0310412 0.0275359 0.00881746 0.218167 0.0497831 0.00653915 0.00863883 0.151633 0.279078 0.0598627 0.0358028 0.0336739 0.267072
30.0 1.0 6.0 .5 1 0 0.1829E+05 0.1014E+04 0.6034E+01 0.9730E+13 0.278E+02 0.647E-01 0.319495 0.0233647 0.00128117 0.0421414 0.0181793 0.00702889 0.654964 0.7443 0.013898 0.00795542 0.0179876 0.021026 0.00656881 0.176361 0.0763593 0.0048723 0.00659437 0.092973 0.209269 0.0366173 0.0219525 0.0205978 0.15176
30.0 3000.0 6.0 .02 1 0 0.2051E+05 0.1018E+04 0.6716E+01 0.1014E+15 0.549E+01 0.160E-01 0.210852 0.0256607 0.0335465 0.0866053 0.0246697 0.00152024 2.88867 0.0986 0.0529238 0.136632 0.309952 0.0327685 0.010161 0.331038 0.0111962 0.00753796 0.010279 0.619789 0.438572 0.253147 0.146342 0.142399 1.7564
30.0 3000.0 6.0 .05 1 0 0.1999E+05 0.1010E+04 0.6462E+01 0.9726E+14 0.557E+01 0.287E-01 0.247848 0.0253896 0.0154657 0.0727559 0.0220089 0.00243883 2.37934 0.1371 0.0532874 0.0713803 0.162093 0.0310653 0.00995111 0.287504 0.0199766 0.00738092 0.00974539 0.467221 0.428778 0.190749 0.11032 0.107301 1.16241
30.0 3000.0 6.0 .1 1 0 0.1919E+05 0.1005E+04 0.6199E+01 0.9316E+14 0.562E+01 0.441E-01 0.278161 0.0223975 0.00767724 0.0571871 0.0187759 0.00308759 1.76076 0.2001 0.0442276 0.0392207 0.0890115 0.0265254 0.00868418 0.230874 0.0288175 0.00643943 0.00831979 0.309471 0.361609 0.125111 0.0730701 0.0703775 0.726
30.0 3000.0 6.0 .25 1 0 0.1714E+05 0.1012E+04 0.5659E+01 0.8493E+14 0.566E+01 0.762E-01 0.313167 0.0169737 0.00283103 0.0378118 0.013936 0.00378933 0.961424 0.3858 0.0292812 0.016316 0.0369538 0.0186898 0.00616627 0.160968 0.044094 0.00457224 0.00586249 0.145551 0.249908 0.0579955 0.034367 0.0326227 0.325694
30.0 300.0 6.0 .02 1 0 0.2581E+05 0.1003E+04 0.5480E+01 0.1375E+14 0.214E+02 0.147E-01 0.212679 0.031083 0.0105701 0.0803352 0.0257342 0.00240327 2.48834 0.1956 0.0278609 0.0489162 0.111444 0.0374783 0.0122716 0.295624 0.0125906 0.00910053 0.0117569 0.458536 0.342413 0.185509 0.108268 0.104353 0.714601
30.0 300.0 6.0 .05 1 0 0.2515E+05 0.1021E+04 0.5308E+01 0.1317E+14 0.224E+02 0.211E-01 0.232871 0.032064 0.0066601 0.0753011 0.027013 0.00339991 2.16104 0.2306 0.0258487 0.0337663 0.0766145 0.0371033 0.0122676 0.281774 0.0205159 0.00909826 0.0116389 0.354122 0.363278 0.141858 0.0836146 0.0797978 0.572862
30.0 3000.0 6.0 .5 1 0 0.1460E+05 0.1019E+04 0.5191E+01 0.7782E+14 0.563E+01 0.117E+00 0.330332 0.0134643 0.00133454 0.0274274 0.00974478 0.00459161 0.52853 0.6907 0.0210421 0.00815919 0.0184986 0.0136427 0.00442644 0.124865 0.0631924 0.0032835 0.00427779 0.07777 0.177058 0.0307671 0.0183631 0.0173061 0.15988
30.0 300.0 6.0 .1 1 0 0.2412E+05 0.1026E+04 0.5191E+01 0.1277E+14 0.230E+02 0.291E-01 0.257292 0.0310345 0.00426075 0.0672432 0.0270156 0.00437396 1.72643 0.288 0.0226159 0.0232849 0.0527448 0.034104 0.0112256 0.257034 0.0303604 0.00832596 0.0106982 0.256358 0.342198 0.101913 0.0605304 0.0573272 0.43225
30.0 300.0 6.0 .25 1 0 0.2151E+05 0.1032E+04 0.5010E+01 0.1223E+14 0.236E+02 0.465E-01 0.293043 0.026497 0.00210112 0.0515463 0.0230918 0.00556783 1.0403 0.46 0.0169965 0.0124543 0.0281615 0.0263036 0.00843086 0.205423 0.0491434 0.00625355 0.0082521 0.142147 0.26667 0.0561178 0.0335623 0.0315666 0.244398
30.0 30.0 6.0 .02 1 0 0.2587E+05 0.1000E+04 0.8077E+01 0.1386E+14 0.255E+02 0.122E-01 0.210958 0.0319221 0.0123199 0.0822439 0.0270026 0.00234163 2.72135 0.1953 0.0267916 0.0603338 0.136911 0.0381601 0.0124824 0.295341 0.0128895 0.00925682 0.0119697 0.457807 0.373395 0.185033 0.108095 0.104084 0.902898
30.0 30.0 6.0 .05 1 0 0.2521E+05 0.1002E+04 0.7922E+01 0.1338E+14 0.269E+02 0.169E-01 0.232721 0.0331092 0.00812196 0.0774937 0.0288574 0.00339773 2.39703 0.2286 0.0253666 0.0435188 0.0986737 0.0378497 0.0124925 0.288574 0.0212241 0.00926695 0.0118734 0.352018 0.40028 0.140887 0.0831163 0.0792508 0.74238
30.0 300.0 6.0 .5 1 0 0.1824E+05 0.1022E+04 0.4896E+01 0.1189E+14 0.234E+02 0.722E-01 0.318883 0.0223984 0.0011703 0.0404025 0.0174748 0.00685599 0.621823 0.7451 0.0138714 0.00720676 0.0162631 0.0201088 0.00628519 0.166776 0.0752565 0.00466207 0.00630751 0.0864014 0.200259 0.0340217 0.0204022 0.0191362 0.138395
30.0 30.0 6.0 .1 1 0 0.2418E+05 0.1006E+04 0.7744E+01 0.1297E+14 0.278E+02 0.225E-01 0.256491 0.0319537 0.00538119 0.0689756 0.028727 0.004386 1.91855 0.285 0.0223917 0.0310354 0.0700221 0.034575 0.0113497 0.264186 0.0313176 0.00841804 0.010847 0.251841 0.377042 0.100037 0.0594649 0.0562716 0.564281
30.0 30.0 6.0 .25 1 0 0.2156E+05 0.1006E+04 0.7426E+01 0.1232E+14 0.284E+02 0.349E-01 0.294273 0.027544 0.00281325 0.0533753 0.0250426 0.0057089 1.18004 0.454 0.0172444 0.0172444 0.0388441 0.0268289 0.00856923 0.215114 0.051027 0.0063563 0.00841621 0.139959 0.294273 0.0552292 0.0330469 0.0310664 0.3237
30.0 30.0 6.0 .5 1 0 0.1829E+05 0.1007E+04 0.7092E+01 0.1171E+14 0.282E+02 0.537E-01 0.320098 0.0233735 0.00160049 0.0420417 0.0190778 0.00713818 0.713818 0.7354 0.0143404 0.0100511 0.0226629 0.0205791 0.00641156 0.176054 0.0781039 0.00475665 0.00645637 0.0857574 0.222148 0.0337703 0.0202494 0.0189978 0.181816
30.0 1000.0 6.5 .02 1 0 0.2565E+05 0.1005E+04 0.4648E+01 0.1637E+14 0.189E+02 0.968E-02 0.211785 0.0414081 0.00612057 0.0904002 0.0372741 0.00249906 2.4567 0.594 0.0120505 0.0326148 0.0739128 0.0459827 0.0151638 0.338855 0.0120929 0.0112479 0.0144246 0.359153 0.374859 0.142861 0.0848028 0.0803616 0.46169
30.0 1000.0 6.5 .05 1 0 0.2500E+05 0.1007E+04 0.4565E+01 0.1599E+14 0.194E+02 0.131E-01 0.233191 0.0420163 0.00408084 0.0838671 0.0398756 0.00342791 1.98679 0.702 0.0108667 0.0235523 0.0534007 0.0434062 0.0140404 0.319472 0.0187019 0.0104143 0.013616 0.260306 0.391761 0.102844 0.0614621 0.0578523 0.375437
30.0 1000.0 6.5 .1 1 0 0.2398E+05 0.1001E+04 0.4507E+01 0.1572E+14 0.198E+02 0.172E-01 0.257937 0.0400988 0.0027496 0.0736692 0.0389484 0.00420437 1.48571 0.882 0.0093631 0.0168175 0.0379167 0.0380379 0.0119786 0.28631 0.0256131 0.00888333 0.0119321 0.182653 0.355952 0.0718869 0.043127 0.0404367 0.28373
