VS B DENZ PART A I Thigh Tlow Time Dcool Compr Ion HB4861 Fe5160 N5200 Fe5262 O5577 N5755 O6300 HA6563 N6583 S6716 S6731 Fe7155 Fe7172 Ca7291 O7330 Fe7390 Fe7452 Fe8619 C8730 Fe8894 Fe9054 Fe9229 C9850
80.0 1.0 6.5 .02 1 0 0.1787E+06 0.1004E+04 0.2961E+01 0.1803E+13 0.234E+03 0.121E-01 0.32701 0.00878023 0.000109548 0.0105657 0.00598429 0.00167756 0.0899278 24.25 0.000418573 0.000775014 0.00175278 0.00554282 0.00162851 0.0526487 0.00784825 0.00120994 0.00173969 0.0200163 0.0174624 0.00772071 0.0047253 0.0043427 0.00513406
80.0 1.0 6.5 .05 1 0 0.1740E+06 0.1003E+04 0.2956E+01 0.1800E+13 0.234E+03 0.125E-01 0.32598 0.00873953 0.000108225 0.0104998 0.00590025 0.00174074 0.0889926 24.48 0.000423775 0.000766054 0.00173422 0.00549603 0.00161686 0.0524828 0.0083777 0.00119961 0.00172444 0.0198066 0.0173748 0.00763772 0.00467782 0.00429642 0.0050527
80.0 10.0 6.5 .5 1 0 0.1249E+06 0.1006E+04 0.2218E+01 0.1455E+13 0.235E+03 0.255E-01 0.33234 0.0106382 9.90374e-05 0.012506 0.00611506 0.0109672 0.0867409 23.5 0.00114657 0.000747766 0.00168829 0.00649061 0.00189102 0.0584919 0.0797617 0.00140248 0.00203725 0.0203957 0.0110005 0.00784323 0.00481561 0.00441348 0.000963787
80.0 1.0 6.5 .1 1 0 0.1667E+06 0.1006E+04 0.2929E+01 0.1789E+13 0.234E+03 0.131E-01 0.326069 0.0087354 0.000106625 0.010457 0.00580404 0.00189446 0.0880387 24.78 0.000436933 0.000759742 0.00171513 0.00545514 0.00160426 0.0521711 0.00955383 0.00119015 0.00171186 0.0195772 0.0172491 0.00754851 0.00462366 0.00424542 0.00489104
80.0 1.0 6.5 .25 1 0 0.1481E+06 0.1012E+04 0.2383E+01 0.1515E+13 0.239E+03 0.170E-01 0.325869 0.00869092 8.54102e-05 0.0103105 0.00505097 0.00280899 0.0739722 25.9 0.000514873 0.000638703 0.00144686 0.00547785 0.00159676 0.0527907 0.0165541 0.00118616 0.00171733 0.0178804 0.0146641 0.00687583 0.00422326 0.00386806 0.00282854
80.0 1.0 6.5 .5 1 0 0.1249E+06 0.1009E+04 0.2218E+01 0.1453E+13 0.235E+03 0.255E-01 0.33234 0.0106382 9.90374e-05 0.0125093 0.00611506 0.0109672 0.0867409 23.5 0.00114657 0.000747766 0.00168829 0.00649393 0.00189102 0.0584919 0.0797617 0.00140248 0.00203725 0.0204057 0.0110005 0.00784988 0.00481894 0.0044168 0.000963787
80.0 30000.0 6.5 .02 1 0 0.6588E+05 0.1023E+04 0.3161E+01 0.2705E+15 0.292E+01 0.527E-01 0.280952 0.0099401 0.00119967 0.0220576 0.00789476 0.00339952 0.514143 4.83 0.0161548 0.00660238 0.0150029 0.0112465 0.00373386 0.0665857 0.0120529 0.00276738 0.00352876 0.0979372 0.0204533 0.0389906 0.0231252 0.021934 0.0317476
80.0 30000.0 6.5 .05 1 0 0.6417E+05 0.1036E+04 0.3100E+01 0.2652E+15 0.292E+01 0.601E-01 0.283203 0.0101415 0.0010252 0.0218435 0.00807129 0.00359668 0.481445 5.12 0.015123 0.00580566 0.0132256 0.0112602 0.00372695 0.0665527 0.0141885 0.00276406 0.00353154 0.0894412 0.023874 0.0354995 0.0211185 0.0199687 0.0305859
80.0 30000.0 6.5 .1 1 0 0.6151E+05 0.1036E+04 0.3060E+01 0.2618E+15 0.292E+01 0.714E-01 0.286607 0.0103064 0.000828295 0.0213379 0.00822563 0.0038692 0.429911 5.6 0.0137285 0.00487232 0.011063 0.0111089 0.00365137 0.0653464 0.0174257 0.00270844 0.00348514 0.0779342 0.0269124 0.0308189 0.0184002 0.0173369 0.0286034
80.0 30000.0 6.5 .25 1 0 0.5474E+05 0.1035E+04 0.2990E+01 0.2557E+15 0.292E+01 0.100E+00 0.294034 0.01035 0.000527203 0.0197767 0.00799773 0.00441051 0.320497 7.04 0.0110557 0.00335199 0.00755668 0.0103059 0.0033167 0.0614531 0.025875 0.00246107 0.00323438 0.056431 0.0296974 0.0221849 0.0133227 0.0124788 0.0225818
80.0 30000.0 6.5 .5 1 0 0.4629E+05 0.1272E+04 0.2395E+01 0.2049E+15 0.292E+01 0.139E+00 0.304696 0.0102591 0.000334251 0.0180258 0.0069166 0.00545406 0.216943 9.37 0.00917134 0.0022578 0.00511889 0.00914392 0.00286719 0.0572828 0.040616 0.00212678 0.00286719 0.0395861 0.0288852 0.0155029 0.00934807 0.00872039 0.016027
80.0 1000.0 7.0 .02 1 0 0.1786E+06 0.1012E+04 0.1691E+01 0.2919E+13 0.125E+03 0.907E-02 0.326832 0.0055921 5.23912e-05 0.00666085 0.00346442 0.000647128 0.0552347 76.4 0.000148382 0.000398736 0.000898789 0.00406253 0.00117987 0.0392199 0.0028271 0.000875911 0.00127465 0.0125994 0.00768056 0.00480771 0.00297418 0.0027029 0.00170933
80.0 1000.0 7.0 .05 1 0 0.1739E+06 0.1010E+04 0.1690E+01 0.2917E+13 0.125E+03 0.935E-02 0.326813 0.0055689 5.1898e-05 0.00662451 0.00343154 0.000673236 0.0545778 77.2 0.000150334 0.000395444 0.000892201 0.00403615 0.00116999 0.0388908 0.00301649 0.000869324 0.00126477 0.0125006 0.00761475 0.00477148 0.00295113 0.00268314 0.00168636
80.0 1000.0 7.0 .1 1 0 0.1666E+06 0.1001E+04 0.1689E+01 0.2914E+13 0.125E+03 0.973E-02 0.325703 0.00552067 5.1168e-05 0.00654989 0.00335474 0.000726318 0.053741 78.2 0.000154383 0.000387587 0.000879399 0.00398009 0.00115625 0.038433 0.00340686 0.0008566 0.00124744 0.0123018 0.00752375 0.00469338 0.00290527 0.00264145 0.00162852
80.0 1000.0 7.0 .25 1 0 0.1480E+06 0.1014E+04 0.1638E+01 0.2832E+13 0.124E+03 0.112E-01 0.325926 0.0054723 4.95407e-05 0.00645333 0.00320711 0.00110489 0.0521481 81 0.00018317 0.000378074 0.000857185 0.00389481 0.00113096 0.0378074 0.00601985 0.00083763 0.00122222 0.0119321 0.00733333 0.00455319 0.002816 0.00256178 0.00142104
80.0 1000.0 7.0 .5 1 0 0.1248E+06 0.1012E+04 0.1525E+01 0.2653E+13 0.124E+03 0.157E-01 0.332871 0.00690707 5.84854e-05 0.00802552 0.0041276 0.00476006 0.061914 72.1 0.000399445 0.000449376 0.00101859 0.00470014 0.00136144 0.0426075 0.0305576 0.0010086 0.00147462 0.0137809 0.00682386 0.00525936 0.00325548 0.00295922 0.00064577
80.0 1.0 7.0 .02 1 0 0.1787E+06 0.1003E+04 0.1633E+01 0.1055E+13 0.238E+03 0.671E-02 0.326858 0.00669405 6.74962e-05 0.00830546 0.00395498 0.000634104 0.0787728 76.7 0.000137934 0.000477213 0.0010819 0.00552717 0.00161468 0.0565464 0.0027881 0.0011963 0.00173235 0.0170064 0.00895591 0.00645217 0.00401708 0.00362812 0.00268023
80.0 1.0 7.0 .05 1 0 0.1740E+06 0.1002E+04 0.1630E+01 0.1054E+13 0.238E+03 0.693E-02 0.326391 0.00665184 6.68775e-05 0.00825116 0.00388405 0.000659309 0.0780074 77.3 0.000139695 0.000473266 0.00107383 0.0054801 0.00160258 0.0561392 0.00297342 0.00118806 0.00172008 0.0168516 0.00887783 0.00639073 0.0039787 0.00359683 0.0026405
80.0 10.0 7.0 .5 1 0 0.1249E+06 0.1008E+04 0.1193E+01 0.8317E+12 0.240E+03 0.132E-01 0.332886 0.00786277 6.15839e-05 0.00943399 0.00406121 0.00452725 0.0752322 74.5 0.000372832 0.000472698 0.00106856 0.00615839 0.00177761 0.0552591 0.0290277 0.00131823 0.00193074 0.0166976 0.00486013 0.00632483 0.00394137 0.00355855 0.000426094
80.0 1.0 7.0 .1 1 0 0.1667E+06 0.1005E+04 0.1615E+01 0.1047E+13 0.238E+03 0.723E-02 0.325732 0.00659934 6.57654e-05 0.00816286 0.00381107 0.000716611 0.0768729 78.5 0.000143974 0.000469055 0.00105863 0.00541367 0.00158306 0.0557003 0.00336807 0.00117264 0.00169707 0.0165961 0.0087622 0.00629315 0.00391856 0.00354071 0.00255374
80.0 1.0 7.0 .25 1 0 0.1481E+06 0.1012E+04 0.1288E+01 0.8710E+12 0.243E+03 0.906E-02 0.32561 0.00646661 5.3107e-05 0.00785371 0.0032561 0.00106149 0.0644707 82 0.00016834 0.000403756 0.000914963 0.00524883 0.00151734 0.055028 0.00578934 0.00112661 0.00164759 0.0146687 0.00719598 0.0055549 0.00346449 0.00312585 0.00139035
80.0 1.0 7.0 .5 1 0 0.1249E+06 0.1009E+04 0.1193E+01 0.8314E+12 0.240E+03 0.132E-01 0.332886 0.00786277 6.15839e-05 0.00943399 0.00406121 0.00452725 0.0752322 74.5 0.000372832 0.000472698 0.00106856 0.00615839 0.00178094 0.0552591 0.0290277 0.00131823 0.00193074 0.0167009 0.00486013 0.00632816 0.0039447 0.00355855 0.000426094
80.0 30000.0 7.0 .02 1 0 0.1267E+06 0.1019E+04 0.2782E+01 0.1259E+15 0.552E+01 0.424E-01 0.317067 0.010143 0.000144899 0.0145534 0.00710229 0.00287897 0.12651 37.5 0.00181362 0.00107803 0.00242873 0.00770155 0.00227971 0.0558037 0.00887787 0.00168997 0.00241605 0.023631 0.0123656 0.00916323 0.00558037 0.0051555 0.00345603
80.0 30000.0 7.0 .05 1 0 0.1234E+06 0.1014E+04 0.2789E+01 0.1262E+15 0.552E+01 0.438E-01 0.317493 0.0101376 0.000140332 0.0144079 0.00698486 0.00288284 0.122235 38.3 0.00177796 0.00104773 0.00236533 0.00759762 0.00224468 0.0552439 0.00920731 0.00166367 0.00238438 0.0229961 0.0124775 0.00891522 0.00542914 0.00501322 0.00339718
80.0 30000.0 7.0 .1 1 0 0.1183E+06 0.1062E+04 0.2689E+01 0.1217E+15 0.552E+01 0.460E-01 0.317128 0.0100942 0.000132877 0.0141312 0.00678655 0.00289855 0.115118 39.7 0.00172201 0.000998955 0.00225161 0.00740178 0.00217867 0.0545461 0.00973584 0.00161736 0.00232138 0.0219389 0.0125583 0.00850221 0.00518188 0.0047823 0.00326642
80.0 30000.0 7.0 .25 1 0 0.1051E+06 0.1070E+04 0.2664E+01 0.1205E+15 0.552E+01 0.524E-01 0.316173 0.00991835 0.000114771 0.0133868 0.00613376 0.00299732 0.0989622 43.9 0.00159984 0.000878961 0.00198241 0.00687677 0.00201086 0.0521686 0.0115719 0.00149234 0.0021563 0.0193688 0.0125837 0.00750279 0.00457186 0.00422091 0.00287718
80.0 30000.0 7.0 .5 1 0 0.8871E+05 0.1061E+04 0.2672E+01 0.1209E+15 0.552E+01 0.626E-01 0.315385 0.009635 9.55615e-05 0.0124356 0.00507769 0.00353231 0.0807385 50.7 0.001517 0.000741154 0.00167469 0.006191 0.00180085 0.0492 0.0170308 0.00133408 0.00194277 0.0164252 0.0123631 0.00635815 0.00387923 0.00357646 0.00234331
85.0 10.0 1.0 .02 1 0 0.1944E+06 0.1014E+04 0.4495E+03 0.6863E+16 0.163E+02 0.661E+00 0.324336 8.75706e-05 0.00695051 0.000282172 0.000525424 0.002199 0.0356769 7.15e-05 0.145951 0.0557857 0.041515 0.000376229 9.0814e-05 0.00254928 0.0108328 6.48671e-05 0.000116761 0.0134502 0.000807596 0.00465422 0.00317525 0.00261739 0.0301308
85.0 10.0 1.0 .05 1 0 0.1893E+06 0.1005E+04 0.4494E+03 0.6866E+16 0.163E+02 0.681E+00 0.322652 9.03425e-05 0.00708544 0.00028716 0.000506564 0.00231019 0.0338785 7.24e-05 0.150033 0.0590453 0.0442033 0.000374276 9.03425e-05 0.00261671 0.0118091 6.45304e-05 0.000116155 0.0133868 0.000861481 0.00463006 0.00316199 0.0026038 0.0315231
85.0 10.0 1.0 .1 1 0 0.1814E+06 0.1001E+04 0.4491E+03 0.6878E+16 0.162E+02 0.711E+00 0.322011 9.0163e-05 0.00750929 0.00028981 0.000476576 0.00256643 0.0312673 7.36e-05 0.159395 0.0631141 0.0473356 0.000373533 9.0163e-05 0.00277251 0.0140075 6.44022e-05 0.000119144 0.0133699 0.000953152 0.00462408 0.00315571 0.00260185 0.0338111
85.0 10.0 1.0 .25 1 0 0.1611E+06 0.1021E+04 0.4627E+03 0.7181E+16 0.157E+02 0.799E+00 0.319397 8.62372e-05 0.0102207 0.000287457 0.000354531 0.00427992 0.022805 7.63e-05 0.213996 0.0843208 0.0638794 0.000354531 8.30433e-05 0.00341755 0.0285541 6.06855e-05 0.000111789 0.0126865 0.00138299 0.00438213 0.00299594 0.00246575 0.0437574
85.0 1.0 1.0 .02 1 0 0.2015E+06 0.1007E+04 0.1705E+03 0.5433E+15 0.653E+02 0.706E+00 0.32194 0.000141654 0.0118474 0.000801632 0.000547299 0.00344476 0.0383109 9.07e-05 0.197993 0.0730805 0.0676075 0.000537641 0.000125557 0.00476472 0.0226002 9.33627e-05 0.000170628 0.0170983 0.00217632 0.00578527 0.00403713 0.00325482 0.0791974
85.0 1.0 1.0 .05 1 0 0.1962E+06 0.1001E+04 0.1732E+03 0.5604E+15 0.635E+02 0.724E+00 0.322015 0.000141687 0.0123654 0.000801818 0.000518445 0.00376758 0.0367097 9.13e-05 0.208344 0.0798598 0.0740635 0.000534545 0.000122366 0.00492683 0.025568 9.01643e-05 0.000167448 0.0169992 0.00233783 0.00575119 0.00401231 0.00323303 0.08308
85.0 10.0 1.0 .5 1 0 0.1358E+06 0.1016E+04 0.5641E+03 0.9152E+16 0.147E+02 0.870E+00 0.325547 9.11533e-05 0.0127615 0.000299504 0.000240254 0.0139985 0.0186864 6.85e-05 0.432978 0.182307 0.138032 0.000354847 8.46423e-05 0.00442745 0.120453 6.1854e-05 0.000110686 0.0131651 0.00164076 0.00453162 0.00310898 0.00254904 0.0462277
85.0 1.0 1.0 .1 1 0 0.1880E+06 0.1009E+04 0.1782E+03 0.6037E+15 0.608E+02 0.752E+00 0.321351 0.000138181 0.0135931 0.00079695 0.000472386 0.00453105 0.0337418 9.18e-05 0.231373 0.0909423 0.0835512 0.000527015 0.000122113 0.00517375 0.0326814 8.99782e-05 0.000163889 0.0167424 0.0025933 0.00565899 0.00395261 0.00318459 0.0886928
85.0 1.0 1.0 .25 1 0 0.1670E+06 0.1015E+04 0.1926E+03 0.8841E+15 0.503E+02 0.822E+00 0.326554 0.000133887 0.0164583 0.000770667 0.000339616 0.0104824 0.0278877 8.85e-05 0.372271 0.162624 0.14499 0.000502893 0.000114294 0.00571469 0.0878429 8.4904e-05 0.000156746 0.0161513 0.00300429 0.00544365 0.00381415 0.00306307 0.094374
85.0 1.0 1.0 .5 1 0 0.1408E+06 0.1011E+04 0.2747E+03 0.1442E+16 0.481E+02 0.851E+00 0.326087 0.000156522 0.018 0.000919565 0.000384783 0.0162065 0.0329348 7.82e-05 0.495652 0.213913 0.189457 0.000593478 0.000136957 0.00691304 0.152935 0.000101087 0.00018587 0.0192033 0.00321522 0.00645978 0.00453261 0.00363261 0.101087
85.0 100.0 1.5 .02 1 0 0.7530E+05 0.1076E+04 0.1642E+04 0.1490E+18 0.292E+01 0.138E+00 0.277637 0.000155477 0.0468097 0.00028319 0.00216002 0.00160197 0.173246 5.147e-05 0.134654 0.197956 0.135765 0.000807925 0.000194346 0.00324836 0.00259036 0.000144371 0.00025265 0.0310649 0.000458102 0.0107973 0.00733518 0.00607193 0.0170192
85.0 100.0 1.5 .05 1 0 0.7334E+05 0.1232E+04 0.1411E+04 0.1281E+18 0.292E+01 0.162E+00 0.276381 0.000157537 0.0459345 0.0002902 0.00211984 0.00165552 0.169698 5.25e-05 0.141783 0.199823 0.137361 0.000809796 0.00019623 0.00331657 0.0030623 0.000143718 0.00025427 0.0311481 0.000516832 0.0108231 0.0073545 0.00608867 0.0193467
85.0 100.0 1.5 .1 1 0 0.7030E+05 0.1051E+04 0.1259E+04 0.1142E+18 0.292E+01 0.201E+00 0.275758 0.000157182 0.0435973 0.000297818 0.00199924 0.00170142 0.159388 5.61e-05 0.148082 0.196891 0.135673 0.000794182 0.000190273 0.00330909 0.00376409 0.000140636 0.000248182 0.0304105 0.000595636 0.0105643 0.00718073 0.00594258 0.0223088
85.0 100.0 1.5 .25 1 0 0.6254E+05 0.1194E+04 0.8917E+03 0.8104E+17 0.291E+01 0.320E+00 0.275078 0.000156794 0.0399138 0.000332844 0.00176325 0.0019283 0.136714 6.42e-05 0.168898 0.196956 0.137264 0.000781221 0.000187053 0.00349349 0.00621676 0.00014029 0.000244819 0.0296369 0.000808729 0.0102907 0.00699798 0.00578764 0.0305336
85.0 10.0 1.5 .02 1 0 0.1993E+06 0.1006E+04 0.1266E+03 0.1128E+16 0.263E+02 0.698E+00 0.321905 0.0001352 0.00711088 0.000820857 0.000479638 0.00257846 0.0325124 0.0002625 0.158055 0.0495733 0.0489295 0.000466762 0.000106229 0.00315467 0.0171575 7.72571e-05 0.000144857 0.0142057 0.00129728 0.00478029 0.00335425 0.0026879 0.0489295
85.0 10.0 1.5 .05 1 0 0.1940E+06 0.1003E+04 0.1273E+03 0.1137E+16 0.261E+02 0.717E+00 0.321861 0.000135182 0.00737061 0.000827182 0.000460261 0.00277444 0.0308343 0.0002644 0.165115 0.0534289 0.053107 0.000466698 0.000106214 0.00325079 0.0191829 7.72466e-05 0.000144837 0.0141683 0.00140009 0.00476676 0.00334413 0.0026811 0.0514977
85.0 100.0 1.5 .5 1 0 0.5286E+05 0.1160E+04 0.6868E+03 0.6254E+17 0.289E+01 0.519E+00 0.278465 0.000158725 0.0331931 0.000384282 0.00134499 0.00251733 0.0971844 8.08e-05 0.205229 0.19771 0.140068 0.000740718 0.000178218 0.00384282 0.011612 0.000130879 0.000231126 0.027685 0.00108045 0.00960705 0.00653837 0.00540501 0.0403775
85.0 10.0 1.5 .1 1 0 0.1859E+06 0.1006E+04 0.1288E+03 0.1156E+16 0.258E+02 0.746E+00 0.321389 0.000134983 0.00797044 0.000832396 0.000424233 0.00321389 0.0282179 0.0002679 0.179656 0.0588141 0.0584927 0.0004628 0.000106058 0.003471 0.0237185 7.71333e-05 0.000144625 0.0140447 0.00157159 0.0047212 0.00331673 0.00265467 0.0556002
85.0 10.0 1.5 .25 1 0 0.1651E+06 0.1007E+04 0.1423E+03 0.1324E+16 0.239E+02 0.826E+00 0.323507 0.000129403 0.0114522 0.000802299 0.000293421 0.00740832 0.0215456 0.000268 0.287275 0.102552 0.101581 0.000436735 0.000100287 0.00417325 0.0660602 7.44067e-05 0.000135873 0.01339 0.00227102 0.00448381 0.00316067 0.00252336 0.0705246
85.0 1.0 1.5 .02 1 0 0.2016E+06 0.1003E+04 0.8281E+02 0.1839E+15 0.771E+02 0.677E+00 0.322819 0.000245342 0.0104593 0.00192077 0.000577846 0.00358329 0.0448718 0.000298 0.206927 0.0613356 0.0794134 0.000774765 0.000174322 0.00593987 0.0292797 0.000129128 0.000242114 0.020641 0.00313457 0.00675983 0.00487456 0.00380281 0.111695
85.0 1.0 1.5 .05 1 0 0.1963E+06 0.1003E+04 0.8396E+02 0.1897E+15 0.747E+02 0.696E+00 0.323411 0.000245793 0.010899 0.0019243 0.000553033 0.00391328 0.0430137 0.000299 0.217979 0.0669462 0.0860274 0.000772953 0.000174642 0.00614482 0.0331173 0.000129365 0.000242559 0.0205916 0.00336348 0.00673989 0.00486087 0.00379038 0.116428
85.0 10.0 1.5 .5 1 0 0.1392E+06 0.1024E+04 0.1871E+03 0.1825E+16 0.226E+02 0.866E+00 0.325523 0.00014323 0.0115235 0.000895188 0.000270835 0.0145834 0.0222658 0.000239 0.442711 0.159832 0.156577 0.000485029 0.000110678 0.00514326 0.14909 8.13808e-05 0.000152996 0.0152019 0.00215171 0.00507165 0.00359052 0.00285158 0.0644536
85.0 1.0 1.5 .1 1 0 0.1880E+06 0.1006E+04 0.8633E+02 0.2044E+15 0.712E+02 0.724E+00 0.323256 0.000242442 0.0117988 0.00191044 0.000507512 0.00468721 0.0400837 0.000301 0.241472 0.0753186 0.0963302 0.000762884 0.000171326 0.00643279 0.0420233 0.00012607 0.000239209 0.0203748 0.00368512 0.00666553 0.00481005 0.00374977 0.122837
85.0 1.0 1.5 .25 1 0 0.1670E+06 0.1017E+04 0.8882E+02 0.2936E+15 0.577E+02 0.801E+00 0.32774 0.000235973 0.0136995 0.00185828 0.000373623 0.0105532 0.0344127 0.000292 0.376901 0.131424 0.158298 0.000740692 0.000167147 0.00698086 0.104877 0.000124541 0.000232695 0.0198905 0.00406397 0.00648597 0.00469651 0.00364774 0.12618
85.0 1.0 1.5 .5 1 0 0.1408E+06 0.1009E+04 0.1373E+03 0.4852E+15 0.560E+02 0.825E+00 0.329804 0.000280333 0.0153359 0.00224596 0.000432043 0.0162923 0.0418851 0.000255 0.507898 0.175785 0.209096 0.000893769 0.00020118 0.00867384 0.177435 0.000148412 0.000280333 0.0243 0.00438639 0.0079054 0.00573859 0.00444905 0.139507
85.0 100.0 2.0 .02 1 0 0.1437E+06 0.1011E+04 0.1815E+03 0.8761E+16 0.543E+01 0.379E+00 0.3125 0.000115625 0.00875 0.000490625 0.000909375 0.00175 0.0728125 0.000408 0.143437 0.0815625 0.065625 0.000496875 0.000115625 0.00235625 0.00513438 8.75e-05 0.00015625 0.0173438 0.0007125 0.00594375 0.00409375 0.00334375 0.0321875
85.0 100.0 2.0 .05 1 0 0.1399E+06 0.1006E+04 0.1772E+03 0.8555E+16 0.543E+01 0.400E+00 0.311298 0.00011518 0.0085607 0.000510529 0.000890312 0.00178685 0.0706647 0.000416 0.145687 0.0828053 0.0672404 0.000498077 0.000118293 0.00240011 0.00554111 8.71635e-05 0.000155649 0.0173518 0.000737776 0.00594268 0.00409668 0.00334334 0.0333089
85.0 100.0 2.0 .1 1 0 0.1340E+06 0.1021E+04 0.1694E+03 0.8181E+16 0.542E+01 0.436E+00 0.309324 0.000120636 0.00816615 0.000541317 0.000853734 0.00185904 0.0671233 0.000429 0.149713 0.0835175 0.0689793 0.000504198 0.000117543 0.0024715 0.0062669 8.66107e-05 0.000157755 0.0173624 0.000776403 0.00593902 0.00409854 0.0033407 0.0346443
85.0 100.0 2.0 .25 1 0 0.1191E+06 0.1039E+04 0.1537E+03 0.7432E+16 0.540E+01 0.542E+00 0.304915 0.000131113 0.00740942 0.000631173 0.000756188 0.00215575 0.0567141 0.000468 0.164654 0.0859859 0.0734844 0.000518355 0.000121966 0.00274423 0.00917793 8.84252e-05 0.000161605 0.0174807 0.000920842 0.00596108 0.00412854 0.00335406 0.0396389
85.0 10.0 2.0 .02 1 0 0.2009E+06 0.1007E+04 0.5099E+02 0.2682E+15 0.399E+02 0.688E+00 0.322687 0.000290419 0.00600844 0.00224913 0.0005163 0.00310748 0.0374317 0.000908 0.178769 0.0377544 0.0580837 0.000751861 0.000167797 0.00451762 0.0307844 0.000125848 0.000235562 0.0181028 0.0023298 0.00590518 0.00427561 0.00332045 0.0742181
85.0 10.0 2.0 .05 1 0 0.1956E+06 0.1005E+04 0.5155E+02 0.2719E+15 0.393E+02 0.707E+00 0.322404 0.000290164 0.00622563 0.00225038 0.000493279 0.00338525 0.0357869 0.000915 0.187317 0.0409454 0.0628689 0.000747978 0.00016765 0.00467486 0.0346907 0.000125738 0.000235355 0.018045 0.00250831 0.00588388 0.00425896 0.00331109 0.077377
85.0 100.0 2.0 .5 1 0 0.1005E+06 0.1039E+04 0.1432E+03 0.6950E+16 0.534E+01 0.715E+00 0.302448 0.000145175 0.00777292 0.000756121 0.000562554 0.0032362 0.0381085 0.000531 0.208689 0.0967834 0.0868026 0.000529284 0.000124004 0.00353864 0.0196591 9.07345e-05 0.000166347 0.0172758 0.00135799 0.0058675 0.00408003 0.00329971 0.0517186
85.0 10.0 2.0 .1 1 0 0.1874E+06 0.1005E+04 0.5265E+02 0.2800E+15 0.384E+02 0.735E+00 0.322511 0.00029026 0.00670177 0.00224468 0.00045474 0.00403139 0.0332186 0.000924 0.207052 0.0457965 0.0699848 0.000745 0.000167706 0.00496667 0.0438937 0.000125779 0.000232208 0.0179155 0.00281229 0.00584067 0.00423134 0.00328639 0.0828853
85.0 10.0 2.0 .25 1 0 0.1664E+06 0.1001E+04 0.6046E+02 0.3414E+15 0.337E+02 0.812E+00 0.324805 0.000295573 0.0086723 0.0022444 0.00035079 0.00990656 0.0291026 0.000899 0.341046 0.0854238 0.126674 0.000743804 0.000168899 0.00565161 0.122452 0.000123426 0.00023386 0.0180007 0.0036703 0.00586598 0.0042517 0.00330002 0.0977664
85.0 1.0 2.0 .02 1 0 0.2016E+06 0.1006E+04 0.5410E+02 0.7745E+14 0.884E+02 0.635E+00 0.326294 0.000476389 0.0076679 0.00366101 0.000649324 0.00391552 0.0571014 0.000947 0.220901 0.0450285 0.078963 0.00114529 0.000267561 0.00792893 0.0433644 0.000199039 0.000358923 0.0263971 0.00509018 0.00873814 0.00623221 0.00491398 0.147485
85.0 1.0 2.0 .05 1 0 0.1963E+06 0.1004E+04 0.5475E+02 0.7957E+14 0.855E+02 0.654E+00 0.326338 0.000479717 0.00789738 0.00365825 0.000623305 0.00424239 0.0551511 0.000953 0.2317 0.0486243 0.0848478 0.00114218 0.000267597 0.00812581 0.0487875 0.000199066 0.000358972 0.0263387 0.00535194 0.00872301 0.00622 0.00490486 0.152073
85.0 10.0 2.0 .5 1 0 0.1403E+06 0.1011E+04 0.7807E+02 0.4654E+15 0.325E+02 0.839E+00 0.329114 0.000335696 0.00901772 0.00257696 0.000355443 0.0158304 0.0327468 0.00079 0.477215 0.117165 0.171468 0.000862278 0.000197468 0.00720759 0.209316 0.00014481 0.000269873 0.0214451 0.00352152 0.00696076 0.00506177 0.00391646 0.0934684
85.0 1.0 2.0 .1 1 0 0.1880E+06 0.1002E+04 0.5597E+02 0.8476E+14 0.813E+02 0.684E+00 0.325678 0.000475491 0.00843507 0.0036248 0.000576451 0.00508058 0.0521086 0.000958 0.255983 0.0543883 0.0941211 0.00113336 0.0002638 0.00846764 0.0612601 0.000195407 0.00035499 0.0261292 0.00579708 0.00865653 0.00616835 0.00486889 0.158605
85.0 1.0 2.0 .25 1 0 0.1670E+06 0.1015E+04 0.5222E+02 0.1113E+15 0.647E+02 0.770E+00 0.330472 0.00046927 0.00955064 0.00354927 0.000442833 0.01117 0.0465966 0.000932 0.393262 0.0918712 0.150695 0.00111369 0.000261073 0.00922017 0.145077 0.000194979 0.0003503 0.0259883 0.00621288 0.0086121 0.00613687 0.00484472 0.158627
85.0 1.0 2.0 .5 1 0 0.1408E+06 0.1008E+04 0.7345E+02 0.1756E+15 0.651E+02 0.785E+00 0.334165 0.000574763 0.0111945 0.00438424 0.000524638 0.0173097 0.0601496 0.000802 0.538005 0.126648 0.204843 0.00139012 0.000327481 0.0118294 0.237257 0.000240599 0.000434414 0.0328684 0.00685037 0.0108771 0.0077593 0.00611855 0.183791
85.0 30.0 2.0 .02 1 0 0.1951E+06 0.1007E+04 0.7507E+02 0.1071E+16 0.172E+02 0.649E+00 0.322036 0.00017712 0.00572902 0.00128492 0.000515258 0.00220917 0.0370341 0.000776 0.14717 0.0408986 0.0486274 0.000550682 0.000125594 0.00308511 0.0156188 9.33905e-05 0.000173899 0.0152516 0.00124306 0.00503342 0.00360036 0.0028307 0.0486274
85.0 30.0 2.0 .05 1 0 0.1900E+06 0.1014E+04 0.7497E+02 0.1070E+16 0.172E+02 0.668E+00 0.321911 0.00018027 0.00583302 0.00130696 0.000498962 0.00233707 0.0354102 0.000785 0.151942 0.043458 0.0521496 0.000553687 0.000125545 0.00318048 0.01719 9.33541e-05 0.000173832 0.0152843 0.00132949 0.00504434 0.00360862 0.00283603 0.0508619
