#Source SSTISAGE1C J052031.12-680057.3
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	19.806	7.3079	12.41	0.341
0.4747 	15.544	0.20172	13.561	0.014
0.547 	17.701	1.1458	13.324	0.0681
0.802 	14.164	0.53156	13.174	 0.04
1.21 	8.8786	0.21807	13.134	0.027
1.59 	6.5993	0.2211	12.977	0.037
2.15 	4.9888	0.14935	12.815	0.033
3.6 	2.783	0.1203	12.497	0.047
4.5 	 2.05	0.09624	12.356	0.051
5.8 	1.652	0.0823	12.121	0.054
8 	1.378	0.04701	11.653	0.037
24 	21.97	0.6918	6.348	0.07253
70 	-999.9	-999.9	-999.9	-999.9
