#Source SSTISAGE1C J045631.22-674923.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	3.7462	0.13462	14.218	0.039
0.4747 	3.2565	0.084022	15.258	0.028
0.547 	3.3083	0.055178	15.145	0.0181
0.802 	2.6447	0.095044	14.996	0.039
1.21 	1.0833	0.061069	15.418	0.063
1.59 	0.77179	0.091492	15.307	0.137
2.15 	0.54249	0.085832	15.224	0.187
3.6 	0.7551	0.02932	13.913	0.042
4.5 	0.5966	0.03819	13.696	0.069
5.8 	0.4055	0.03074	13.646	0.082
8 	0.2867	0.02244	13.357	0.085
24 	0.9177	0.05323	9.732	0.1261
70 	35.21	2.386	3.361	0.1474
