#Source SSTISAGE1C J051508.75-662805.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	16.611	0.47445	12.601	0.031
0.4747 	 14.4	0.88897	13.644	0.067
0.547 	10.481	1.2661	13.893	0.1311
0.802 	6.3093	0.2151	14.052	0.037
1.21 	2.9346	0.10093	14.336	0.038
1.59 	1.8599	0.08698	14.352	0.052
2.15 	1.2906	0.10048	14.283	0.088
3.6 	0.4614	0.02547	14.448	 0.06
4.5 	0.3001	0.02297	14.442	0.083
5.8 	0.2366	0.02059	14.231	0.095
8 	0.4001	0.03241	12.995	0.088
24 	11.57	0.4529	6.981	0.08506
70 	109.6	3.896	2.128	0.07725
