#Source SSTISAGE1C J052704.24-685402.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	 4.04	0.090299	14.136	0.024
0.4747 	4.8479	0.076503	14.826	0.017
0.547 	3.6208	0.17099	15.047	0.0501
0.802 	2.3013	0.088567	15.147	0.041
1.21 	1.229	0.065002	15.281	0.059
1.59 	1.045	0.070644	14.978	0.076
2.15 	0.64923	0.084294	15.029	0.151
3.6 	0.2581	0.01496	15.079	0.063
4.5 	0.1509	0.01425	15.188	0.102
5.8 	-999.9	-999.9	99.999	99.999
8 	-999.9	-999.9	99.999	99.999
24 	2.987	0.06531	8.451	0.04749
70 	-999.9	-999.9	-999.9	-999.9
