#Source SSTISAGE1C J052738.68-705218.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.55512	0.019244	16.291	0.037
0.4747 	1.8687	0.050587	15.861	0.029
0.547 	2.729	0.053554	15.354	0.0211
0.802 	3.5122	0.091755	14.688	0.028
1.21 	3.8864	0.10243	14.031	0.029
1.59 	3.4954	0.10152	13.667	0.032
2.15 	2.5775	0.11147	13.532	0.048
3.6 	2.528	0.06564	12.601	0.028
4.5 	3.753	0.1199	11.699	0.035
5.8 	5.531	0.1293	10.809	0.025
8 	12.17	0.1694	9.288	0.015
24 	19.52	0.3229	6.413	0.03593
70 	-999.9	-999.9	-999.9	-999.9
