#Source SSTISAGE1C J054013.32-692246.4
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	58.396	1.6919	11.236	0.031
0.4747 	49.837	2.2527	12.296	0.048
0.547 	49.159	4.1553	12.215	0.0881
0.802 	115.98	17.553	10.891	0.153
1.21 	104.6	2.0038	10.456	0.021
1.59 	117.9	2.2584	9.847	0.021
2.15 	241.65	4.6291	8.602	0.021
3.6 	710.1	35.63	 6.48	0.054
4.5 	828.5	38.37	5.839	 0.05
5.8 	899.7	25.32	5.281	0.031
8 	992.2	23.06	4.509	0.025
24 	501.8	2.719	2.888	0.01176
70 	-999.9	-999.9	-999.9	-999.9
