#Source SSTISAGE1C J045808.02-665408.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	0.19425	0.0062654	18.319	0.035
0.547 	0.93758	0.033782	16.514	0.0391
0.802 	3.2358	0.095413	14.777	0.032
1.21 	5.7219	0.16618	13.611	0.032
1.59 	8.5645	0.24874	12.694	0.032
2.15 	6.7173	0.18307	12.492	 0.03
3.6 	3.391	0.1887	12.282	 0.06
4.5 	2.017	0.1547	12.373	0.083
5.8 	1.407	0.1305	12.295	0.101
8 	0.6975	0.05088	12.392	0.079
24 	1.939	0.06371	 8.92	0.07137
70 	-999.9	-999.9	-999.9	-999.9
