#Source SSTISAGE1C J054248.99-690832.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	4.8215	0.20866	13.944	0.046
0.4747 	8.9526	0.42192	14.16	 0.05
0.547 	9.5413	0.45979	13.995	0.0511
0.802 	7.5715	0.30588	13.854	0.043
1.21 	5.1516	0.11263	13.725	0.024
1.59 	3.7731	0.12977	13.584	0.038
2.15 	2.6767	0.12047	13.491	 0.05
3.6 	1.087	0.05003	13.517	 0.05
4.5 	0.8006	0.07486	13.377	0.102
5.8 	0.5775	0.0397	13.262	0.075
8 	0.4466	0.04105	12.876	  0.1
24 	3.185	0.0751	8.381	0.05121
70 	-999.9	-999.9	-999.9	-999.9
