#Source SSTISAGE1C J055712.48-675725.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	8.7335	0.24141	13.299	 0.03
0.4747 	14.968	0.39995	13.602	0.029
0.547 	13.983	0.61974	13.58	0.0481
0.802 	8.7979	0.27563	13.691	0.034
1.21 	5.9148	0.12931	13.575	0.024
1.59 	3.7008	0.12729	13.605	0.038
2.15 	2.482	0.096376	13.573	0.043
3.6 	1.072	0.05214	13.533	0.053
4.5 	0.6668	0.04433	13.575	0.072
5.8 	0.4765	0.04735	13.471	0.108
8 	0.2813	0.0202	13.378	0.078
24 	0.6818	0.08791	10.05	0.2816
70 	-999.9	-999.9	-999.9	-999.9
