#Source SSTISAGE1C J053433.19-690109.5
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	12.156	0.85124	12.94	0.076
0.4747 	12.576	1.3442	13.791	0.116
0.547 	10.686	0.33576	13.872	0.0341
0.802 	6.6494	0.22057	13.995	0.036
1.21 	3.6572	0.093108	14.097	0.028
1.59 	2.1533	0.098807	14.193	0.051
2.15 	1.397	0.10043	14.197	0.081
3.6 	0.6528	0.02687	14.071	0.045
4.5 	0.4044	0.0314	14.118	0.084
5.8 	0.3296	0.03455	13.871	0.114
8 	0.2452	0.02088	13.527	0.092
24 	3.067	0.1707	8.422	0.121
70 	-999.9	-999.9	-999.9	-999.9
