#Source SSTISAGE1C J051551.76-691008.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	2.5772	0.09093	14.477	0.039
1.59 	4.772	0.16413	13.329	0.038
2.15 	10.995	0.27992	11.957	0.028
3.6 	46.81	1.498	9.432	0.035
4.5 	55.28	2.552	8.779	 0.05
5.8 	64.97	1.122	8.134	0.019
8 	64.18	0.7788	7.482	0.013
24 	16.12	0.3787	 6.59	0.0248
70 	-999.9	-999.9	-999.9	-999.9
