#Source SSTISAGE1C J054651.90-681059.3
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	0.10933	0.0046267	18.943	0.045
0.547 	0.51714	0.012582	17.16	0.0261
0.802 	2.575	0.094178	15.025	0.039
1.21 	6.1255	0.1779	13.537	0.032
1.59 	9.4776	0.23278	12.584	0.027
2.15 	8.2186	0.24604	12.273	0.033
3.6 	3.966	0.5059	12.112	0.139
4.5 	2.382	0.2953	12.193	0.135
5.8 	1.884	0.09496	11.978	0.055
8 	-999.9	-999.9	99.999	99.999
24 	10.31	0.2079	7.106	0.0438
70 	140.6	4.032	1.867	0.03142
