#Source SSTISAGE1C J051845.45-690321.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	1.1524	0.05542	15.498	0.051
0.4747 	2.1835	0.067384	15.692	0.033
0.547 	4.571	0.15019	14.794	0.0351
0.802 	5.0301	0.2177	14.298	0.046
1.21 	6.1199	0.19414	13.538	0.035
1.59 	5.5043	0.20398	13.174	0.041
2.15 	5.765	0.22386	12.658	0.043
3.6 	13.14	0.5878	10.812	0.049
4.5 	 15.7	0.511	10.146	0.035
5.8 	17.02	0.5578	9.588	0.036
8 	   22	0.4014	8.644	 0.02
24 	 13.6	0.2258	6.805	0.03607
70 	-999.9	-999.9	-999.9	-999.9
