#Source SSTISAGE1C J045253.72-664029.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.010735	0.0024354	20.575	0.222
0.4747 	0.18397	0.0055029	18.378	0.032
0.547 	0.83331	0.014789	16.642	0.0191
0.802 	2.7924	0.072951	14.937	0.028
1.21 	4.9288	0.11219	13.773	0.025
1.59 	7.303	0.19248	12.867	0.029
2.15 	5.4701	0.16376	12.715	0.033
3.6 	 3.59	0.103	12.22	0.031
4.5 	3.111	0.1123	11.903	0.039
5.8 	3.308	0.09155	11.367	 0.03
8 	6.276	0.1244	10.006	0.022
24 	5.281	0.1118	7.832	0.04599
70 	-999.9	-999.9	-999.9	-999.9
