#Source SSTISAGE1C J050825.48-685359.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	0.41185	0.057087	16.468	0.162
1.59 	2.0716	0.50012	14.235	  0.3
2.15 	5.8398	1.4099	12.644	  0.3
3.6 	119.1	4.845	8.418	0.044
4.5 	139.2	5.212	7.776	0.041
5.8 	171.4	3.615	7.081	0.023
8 	183.4	5.477	6.342	0.032
24 	56.18	0.519	5.265	0.02006
70 	-999.9	-999.9	-999.9	-999.9
