#Source SSTISAGE1C J052924.60-695513.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	18.672	0.57566	11.382	0.034
3.6 	293.6	13.93	7.439	0.052
4.5 	386.6	16.56	6.667	0.047
5.8 	468.3	14.21	5.989	0.033
8 	613.6	16.86	5.031	 0.03
24 	 1051	5.316	2.085	0.00549
70 	108.3	 5.48	2.141	0.05495
