#Source SSTISAGE1C J053639.51-662722.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	8.8876	0.17357	13.28	0.021
0.4747 	9.195	0.17958	14.131	0.021
0.547 	7.558	0.19816	14.248	0.0281
0.802 	5.0627	0.11316	14.291	0.024
1.21 	3.0391	0.071912	14.298	0.026
1.59 	2.1394	0.081181	 14.2	0.042
2.15 	1.7832	0.0912	13.932	0.057
3.6 	0.9663	0.04573	13.645	0.051
4.5 	0.7382	0.0429	13.465	0.063
5.8 	0.5067	0.04173	13.404	0.089
8 	0.4185	0.02415	12.946	0.063
24 	 2.05	0.06356	8.859	0.06733
70 	-999.9	-999.9	-999.9	-999.9
