#Source SSTISAGE1C J051213.81-693537.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	9.4961	0.18191	13.061	0.021
1.59 	9.3046	0.23689	12.604	0.028
2.15 	7.3926	0.17493	12.388	0.026
3.6 	4.117	0.202	12.072	0.053
4.5 	3.943	0.2256	11.646	0.062
5.8 	6.806	0.1757	10.584	0.028
8 	23.36	0.5195	8.579	0.024
24 	114.9	0.8184	4.488	0.01547
70 	-999.9	-999.9	-999.9	-999.9
