#Source SSTISAGE1C J053808.64-680522.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.082563	0.0033355	18.36	0.043
0.4747 	0.28494	0.0044965	17.903	0.017
0.547 	0.64924	0.013351	16.913	0.0221
0.802 	1.0568	0.039659	15.992	 0.04
1.21 	1.2857	0.062382	15.232	0.054
1.59 	1.2221	0.077359	14.808	0.071
2.15 	1.0214	0.085572	14.537	0.095
3.6 	1.104	0.05563	13.501	0.055
4.5 	1.628	0.09145	12.606	0.061
5.8 	2.309	0.09803	11.757	0.046
8 	3.623	0.09743	10.603	0.029
24 	3.203	0.08244	8.375	0.05589
70 	-999.9	-999.9	-999.9	-999.9
