#Source SSTISAGE1C J045923.37-703157.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.14229	0.010228	17.769	0.078
0.4747 	0.32118	0.021903	17.773	0.074
0.547 	0.47207	0.038761	17.259	0.0891
0.802 	0.46728	0.028421	16.878	0.066
1.21 	0.52571	0.055007	16.203	 0.12
1.59 	0.92619	0.076814	15.109	0.094
2.15 	1.8013	0.10936	13.921	0.068
3.6 	4.848	0.1807	11.894	 0.04
4.5 	4.857	0.2623	11.419	0.059
5.8 	11.08	0.3848	10.055	0.038
8 	24.34	0.7103	8.535	0.032
24 	311.9	1.836	3.393	0.01266
70 	784.2	11.04	-0.008576	0.03059
