#Source SSTISAGE1C J045259.56-695152.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	2.4032	0.083309	 14.7	0.037
0.4747 	3.314	0.070952	15.239	0.023
0.547 	3.7915	0.081531	14.997	0.0231
0.802 	3.1534	0.10331	14.805	0.035
1.21 	2.2842	0.094757	14.608	0.046
1.59 	2.2034	0.11077	14.168	0.056
2.15 	3.7949	0.14736	13.112	0.043
3.6 	10.66	0.4456	11.039	0.045
4.5 	15.67	0.6217	10.148	0.043
5.8 	19.42	0.5302	9.445	 0.03
8 	26.43	0.5009	8.445	0.021
24 	20.66	0.3038	6.351	0.03194
70 	-999.9	-999.9	-999.9	-999.9
