#Source SSTISAGE1C J050411.96-691126.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	1.3589	0.10001	14.227	0.083
3.6 	16.65	0.582	10.555	0.038
4.5 	32.84	1.083	9.344	0.036
5.8 	53.23	1.405	8.351	0.029
8 	63.99	1.151	7.485	 0.02
24 	   33	0.3113	5.843	0.02049
70 	-999.9	-999.9	-999.9	-999.9
