#Source SSTISAGE1C J054427.28-685221.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	10.894	0.65246	13.059	0.065
0.4747 	17.683	0.74949	13.421	0.046
0.547 	18.845	1.4256	13.256	0.0821
0.802 	14.255	1.3529	13.167	0.103
1.21 	9.5839	0.19224	13.051	0.022
1.59 	6.3606	0.16194	13.017	0.028
2.15 	4.0625	0.12525	13.038	0.034
3.6 	1.955	0.07043	12.88	0.039
4.5 	1.215	0.06558	12.924	0.059
5.8 	0.8193	0.05375	12.882	0.071
8 	0.6257	0.04042	12.51	 0.07
24 	 2.55	0.08193	8.622	0.0698
70 	-999.9	-999.9	-999.9	-999.9
