#Source SSTISAGE1C J045743.71-661526.4
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	13.842	0.38261	12.799	 0.03
0.4747 	14.968	0.42754	13.602	0.031
0.547 	15.122	0.50301	13.495	0.0361
0.802 	12.977	0.52613	13.269	0.044
1.21 	9.2203	0.23474	13.093	0.028
1.59 	7.104	0.21901	12.897	0.034
2.15 	5.5718	0.17178	12.695	0.034
3.6 	3.348	0.1922	12.296	0.062
4.5 	2.428	0.1555	12.172	 0.07
5.8 	1.914	0.09518	11.961	0.054
8 	 1.39	0.06602	11.643	0.052
24 	18.07	0.2554	6.496	0.03069
70 	-999.9	-999.9	-999.9	-999.9
