#Source SSTISAGE1C J055200.27-671716.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.20192	0.037511	17.389	0.185
0.4747 	0.089774	0.016286	19.157	0.181
0.547 	0.28603	0.024463	17.803	0.0891
0.802 	0.66678	0.12023	16.492	 0.18
1.21 	1.8687	0.098838	14.826	0.059
1.59 	2.2946	0.12736	14.124	0.062
2.15 	2.2121	0.14765	13.698	0.075
3.6 	1.521	0.09208	13.153	0.066
4.5 	1.072	0.1643	13.06	0.166
5.8 	2.621	0.0951	11.62	0.039
8 	9.636	 0.22	9.541	0.025
24 	57.81	0.7173	5.234	0.02695
70 	340.4	6.103	0.8974	0.03893
