#Source SSTISAGE1C J053008.54-695449.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	7.2568	0.21724	13.353	0.033
1.59 	29.181	0.61166	11.363	0.023
2.15 	63.503	1.3311	10.053	0.023
3.6 	83.45	3.158	8.805	0.041
4.5 	86.18	4.096	8.297	0.052
5.8 	97.14	2.401	7.697	0.027
8 	137.3	2.331	6.656	0.018
24 	173.5	1.007	4.041	0.01261
70 	-999.9	-999.9	-999.9	-999.9
