#Source SSTISAGE1C J050940.51-692416.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.31564	0.02102	16.904	 0.07
0.4747 	99.999	99.999	99.999	99.999
0.547 	3.0284	0.073681	15.241	0.0261
0.802 	8.3634	0.29788	13.746	0.038
1.21 	12.622	0.26458	12.752	0.023
1.59 	16.746	0.3661	11.966	0.024
2.15 	14.23	0.29827	11.677	0.023
3.6 	9.706	0.2558	11.141	0.029
4.5 	6.357	0.3173	11.127	0.054
5.8 	5.213	0.1868	10.873	0.039
8 	3.322	0.169	10.697	0.055
24 	1.219	0.05437	9.424	0.09694
70 	-999.9	-999.9	-999.9	-999.9
