#Source SSTISAGE1C J053642.40-700746.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.072642	0.0054107	18.499	0.078
0.4747 	0.81349	0.025105	16.764	0.033
0.547 	3.2063	0.24549	15.179	0.0801
0.802 	11.47	0.56272	13.403	0.052
1.21 	19.478	0.4609	12.281	0.026
1.59 	27.435	0.67383	11.43	0.027
2.15 	23.377	0.49001	11.138	0.023
3.6 	14.14	0.6452	10.732	 0.05
4.5 	13.74	0.5796	10.29	0.046
5.8 	17.19	0.481	9.577	 0.03
8 	42.18	1.187	7.938	0.031
24 	 75.2	0.5889	4.948	0.01701
70 	-999.9	-999.9	-999.9	-999.9
