#Source SSTISAGE1C J045427.70-661827.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	5.9154	0.14172	13.722	0.026
0.4747 	6.2166	0.16612	14.556	0.029
0.547 	5.1809	0.12938	14.658	0.0271
0.802 	4.1379	0.095322	14.51	0.025
1.21 	2.6592	0.098544	14.443	0.041
1.59 	1.7422	0.093666	14.423	 0.06
2.15 	1.4777	0.094816	14.136	0.072
3.6 	0.8359	0.03913	13.803	0.051
4.5 	0.6322	0.04616	13.633	0.079
5.8 	0.5261	0.04597	13.363	0.095
8 	0.3853	0.02632	13.036	0.074
24 	1.161	0.1222	9.477	0.2295
70 	-999.9	-999.9	-999.9	-999.9
