#Source SSTISAGE1C J045130.79-682407.3
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	4.3771	0.1573	14.049	0.039
0.4747 	3.9587	0.10579	15.046	0.029
0.547 	4.1764	0.069657	14.892	0.0181
0.802 	3.2778	0.10571	14.763	0.035
1.21 	2.0775	0.076989	14.711	0.041
1.59 	1.4938	0.08551	14.59	0.064
2.15 	1.2636	0.097299	14.306	0.087
3.6 	0.8658	0.03059	13.765	0.038
4.5 	0.6664	0.03183	13.576	0.052
5.8 	0.5619	0.04275	13.292	0.083
8 	0.3746	0.0254	13.067	0.074
24 	0.7957	0.05423	9.887	0.1482
70 	-999.9	-999.9	-999.9	-999.9
