#Source SSTISAGE1C J053949.17-693747.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	1.4983	0.085598	15.213	0.062
0.4747 	1.7185	0.10768	15.952	0.068
0.547 	2.0626	0.12373	15.658	0.0651
0.802 	1.717	0.1155	15.465	0.073
1.21 	1.2245	0.07962	15.285	0.073
1.59 	1.1628	0.090527	14.862	0.088
2.15 	0.98445	0.10301	14.577	 0.12
3.6 	0.5753	0.06153	14.208	0.116
4.5 	-999.9	-999.9	99.999	99.999
5.8 	 0.98	0.08893	12.688	0.099
8 	3.347	0.2272	10.689	0.074
24 	136.9	1.744	4.298	0.02767
70 	-999.9	-999.9	-999.9	-999.9
