#Source SSTISAGE1C J050335.41-700347.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.085111	0.0043401	18.327	0.054
0.4747 	0.65637	0.065982	16.997	0.104
0.547 	2.2804	0.057635	15.549	0.0271
0.802 	5.4498	0.19412	14.211	0.038
1.21 	 8.44	0.18452	13.189	0.024
1.59 	10.155	0.2403	12.509	0.026
2.15 	7.8054	0.22669	12.329	0.032
3.6 	3.889	0.159	12.134	0.044
4.5 	2.465	0.1293	12.156	0.057
5.8 	 1.97	0.1076	11.929	0.059
8 	2.236	0.05151	11.127	0.025
24 	1.455	0.0659	9.321	0.1069
70 	-999.9	-999.9	-999.9	-999.9
