#Source SSTISAGE1C J050637.86-682226.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	8.2944	0.36685	13.355	0.048
0.4747 	9.3401	0.4131	14.114	0.048
0.547 	8.7339	0.28248	14.091	0.0351
0.802 	5.8127	0.19818	14.141	0.037
1.21 	3.6944	0.12049	14.086	0.036
1.59 	2.2988	0.097388	14.122	0.047
2.15 	1.7701	0.090531	13.94	0.057
3.6 	1.207	0.04033	13.404	0.036
4.5 	 0.92	0.07586	13.226	 0.09
5.8 	0.7045	0.05087	13.046	0.078
8 	0.5807	0.03661	12.591	0.068
24 	1.282	0.05667	9.369	0.09604
70 	-999.9	-999.9	-999.9	-999.9
