#Source SSTISAGE1C J051959.99-693617.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.42893	0.045297	16.571	0.109
0.4747 	0.88705	0.032442	16.67	0.039
0.547 	1.9356	0.085814	15.727	0.0471
0.802 	4.3051	0.36346	14.467	0.088
1.21 	6.3554	0.29721	13.497	0.052
1.59 	6.3548	0.32501	13.018	0.057
2.15 	4.8216	0.22972	12.852	0.053
3.6 	3.079	0.119	12.387	0.042
4.5 	3.023	 0.14	11.934	 0.05
5.8 	7.416	0.3056	10.49	0.045
8 	35.95	0.6763	8.111	 0.02
24 	  251	 1.45	 3.64	0.01254
70 	-999.9	-999.9	-999.9	-999.9
