#Source SSTISAGE1C J060143.34-690830.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	 2.21	0.09752	14.791	0.049
0.4747 	3.7875	0.34279	15.094	0.103
0.547 	3.1799	0.34346	15.188	0.1241
0.802 	3.0731	0.1057	14.833	0.038
1.21 	1.914	0.060716	 14.8	0.035
1.59 	1.3788	0.080122	14.677	0.065
2.15 	0.93239	0.082823	14.636	0.101
3.6 	0.6002	0.02667	14.162	0.048
4.5 	0.4916	0.03306	13.906	0.073
5.8 	0.9539	0.05374	12.717	0.061
8 	3.168	0.08671	10.749	 0.03
24 	14.58	0.2413	6.729	0.03594
70 	-999.9	-999.9	-999.9	-999.9
