#Source SSTISAGE1C J053616.23-695325.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	7.0988	0.1439	13.524	0.022
0.4747 	7.9278	0.17532	14.292	0.024
0.547 	6.3039	0.18065	14.445	0.0311
0.802 	3.844	0.14877	14.59	0.042
1.21 	1.9406	0.099253	14.785	0.057
1.59 	1.0575	0.087708	14.965	0.094
2.15 	0.5765	0.09963	15.158	0.206
3.6 	0.3297	0.01924	14.813	0.063
4.5 	0.1923	0.02247	14.925	0.127
5.8 	-999.9	-999.9	99.999	99.999
8 	0.246	0.02428	13.523	0.107
24 	 8.54	0.3675	 7.31	0.0935
70 	-999.9	-999.9	-999.9	-999.9
