#Source SSTISAGE1C J051345.40-681535.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	99.999	99.999	99.999	99.999
0.547 	99.999	99.999	99.999	99.999
0.802 	99.999	99.999	99.999	99.999
1.21 	-999.9	-999.9	99.999	99.999
1.59 	0.40691	0.079797	16.002	0.237
2.15 	2.053	0.10859	13.779	0.059
3.6 	22.91	0.951	10.208	0.045
4.5 	53.92	2.463	8.806	 0.05
5.8 	92.85	1.827	7.746	0.021
8 	125.3	1.656	6.756	0.014
24 	76.01	0.5707	4.937	0.0163
70 	-999.9	-999.9	-999.9	-999.9
