#Source SSTISAGE1C J043835.12-682325.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.80239	0.038449	15.891	0.052
0.4747 	2.0061	0.053609	15.784	0.029
0.547 	3.3297	0.65998	15.138	0.2151
0.802 	4.4298	0.14286	14.436	0.035
1.21 	4.6638	0.11036	13.833	0.026
1.59 	4.103	0.10814	13.493	0.029
2.15 	2.7797	0.10301	13.45	0.041
3.6 	1.373	0.04829	13.264	0.038
4.5 	0.9491	0.06729	13.192	0.077
5.8 	0.6728	0.04754	13.096	0.077
8 	0.5015	0.03091	12.75	0.067
24 	1.555	0.06045	9.159	0.08445
70 	-999.9	-999.9	-999.9	-999.9
