#Source SSTISAGE1C J051942.30-690535.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.031768	0.0033225	19.397	0.108
0.4747 	0.33508	0.011935	17.727	0.038
0.547 	1.2601	0.041403	16.193	0.0351
0.802 	2.5538	0.090961	15.034	0.038
1.21 	4.3686	0.1073	13.904	0.027
1.59 	5.8492	0.18555	13.108	0.035
2.15 	5.5258	0.16049	12.704	0.032
3.6 	7.587	0.264	11.408	0.038
4.5 	8.326	0.3354	10.834	0.044
5.8 	9.195	0.3105	10.257	0.037
8 	10.32	0.2562	9.466	0.027
24 	4.956	  0.1	7.901	0.04383
70 	-999.9	-999.9	-999.9	-999.9
