#Source SSTISAGE1C J053149.85-705753.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	10.814	0.53056	13.067	0.052
0.4747 	13.157	0.3686	13.742	 0.03
0.547 	10.356	0.24221	13.906	0.0251
0.802 	5.7914	0.17323	14.145	0.032
1.21 	3.1999	0.11575	14.242	 0.04
1.59 	3.2292	3.2292	13.753	13.753
2.15 	1.5135	1.5135	14.11	14.11
3.6 	0.3912	0.01708	14.627	0.047
4.5 	0.232	0.019	14.722	0.089
5.8 	0.2822	0.02577	14.04	0.099
8 	0.357	0.02057	13.119	0.063
24 	1.857	0.3065	8.967	0.3616
70 	-999.9	-999.9	-999.9	-999.9
