#Source SSTISAGE1C J050835.94-711730.5
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	0.035055	0.0016521	20.178	 0.05
0.547 	0.16827	0.0042529	18.379	0.0271
0.802 	0.66616	0.053585	16.493	0.084
1.21 	1.1878	0.057631	15.318	0.054
1.59 	1.1833	0.083042	14.843	0.079
2.15 	1.4669	0.10043	14.144	0.077
3.6 	5.437	0.1381	11.77	0.028
4.5 	5.479	0.1952	11.288	0.039
5.8 	29.69	0.6273	8.984	0.023
8 	110.5	1.436	6.892	0.014
24 	203.6	1.225	3.867	0.01307
70 	46.87	1.912	 3.05	0.08861
