#Source SSTISAGE1C J045617.53-661818.9
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	18.163	1.0208	12.504	0.061
0.4747 	22.822	0.65188	13.144	0.031
0.547 	21.979	1.6627	13.089	0.0821
0.802 	11.956	3.7676	13.358	0.342
1.21 	11.65	0.25471	12.839	0.024
1.59 	7.7321	0.18296	12.805	0.026
2.15 	5.2432	0.15228	12.761	0.032
3.6 	 2.31	0.09595	12.699	0.045
4.5 	1.568	0.06334	12.647	0.044
5.8 	1.051	0.06363	12.612	0.066
8 	0.6479	0.03909	12.472	0.066
24 	2.262	0.06071	8.752	0.05828
70 	-999.9	-999.9	-999.9	-999.9
