#Source SSTISAGE1C J052838.16-683101.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.0067296	0.0015072	21.082	0.243
0.4747 	0.12507	0.0058784	18.797	0.051
0.547 	0.49797	0.017484	17.201	0.0381
0.802 	1.5177	0.040557	15.599	0.029
1.21 	2.4634	0.080342	14.526	0.036
1.59 	3.6906	0.10719	13.608	0.032
2.15 	2.7139	0.10778	13.476	0.044
3.6 	1.332	0.04785	13.297	0.039
4.5 	0.7514	0.0449	13.446	0.065
5.8 	0.6481	0.03535	13.137	0.059
8 	0.3761	0.02921	13.062	0.084
24 	2.789	0.07571	8.525	0.05896
70 	-999.9	-999.9	-999.9	-999.9
