#Source SSTISAGE1C J052052.42-700935.5
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	 0.12	0.0063518	17.954	0.056
0.4747 	0.3926	0.013984	17.555	0.038
0.547 	1.1066	0.046936	16.334	0.0451
0.802 	0.34672	0.035206	17.202	0.105
1.21 	0.76832	0.070181	15.791	0.104
1.59 	0.57214	0.086513	15.632	0.178
2.15 	1.4575	0.10228	14.151	0.079
3.6 	5.717	0.2424	11.715	0.046
4.5 	9.521	0.4614	10.688	0.053
5.8 	24.88	0.8633	9.176	0.038
8 	73.03	0.9988	7.342	0.015
24 	341.8	2.029	3.304	0.01289
70 	95.37	3.701	2.279	0.08431
