#Source SSTISAGE1C J051810.33-695714.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	0.1838	0.0064367	18.379	0.038
0.547 	1.1535	0.068134	16.289	0.0641
0.802 	3.3603	0.33132	14.736	0.107
1.21 	4.6083	0.16669	13.846	 0.04
1.59 	6.6359	0.22823	12.971	0.038
2.15 	4.7907	0.18602	12.859	0.043
3.6 	2.371	0.1329	12.671	0.061
4.5 	1.459	0.1312	12.725	0.098
5.8 	1.052	0.05829	12.611	 0.06
8 	0.6858	0.06576	12.41	0.104
24 	1.284	0.05092	9.368	0.08617
70 	32.41	3.519	3.451	0.2367
