#Source SSTISAGE1C J051036.76-662543.3
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.021008	0.0019421	19.846	0.096
0.4747 	0.2959	0.017967	17.862	0.064
0.547 	1.0607	0.026809	16.38	0.0271
0.802 	3.2657	0.19829	14.767	0.064
1.21 	5.2426	0.13347	13.706	0.028
1.59 	6.9167	0.1885	12.926	 0.03
2.15 	5.5004	0.17449	12.709	0.035
3.6 	2.695	0.1051	12.532	0.042
4.5 	1.683	0.06652	12.57	0.043
5.8 	  1.2	0.04857	12.467	0.044
8 	1.188	0.04255	11.814	0.039
24 	2.081	0.07567	8.843	0.079
70 	-999.9	-999.9	-999.9	-999.9
