#Source SSTISAGE1C J055905.65-672953.3
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.071054	0.0062862	18.523	0.096
0.4747 	0.17618	0.026952	18.425	0.166
0.547 	0.60424	0.023999	16.991	0.0431
0.802 	1.2846	0.067476	15.78	0.057
1.21 	1.6381	0.083781	14.969	0.057
1.59 	1.6994	0.1017	14.45	0.067
2.15 	1.3957	0.10866	14.198	0.088
3.6 	0.7523	0.0748	13.917	0.108
4.5 	0.6372	0.09182	13.625	0.156
5.8 	0.8744	0.06674	12.812	0.083
8 	2.398	0.08251	11.051	0.037
24 	28.46	0.3201	6.003	0.02443
70 	331.6	5.921	0.926	0.03878
