#Source SSTISAGE1C J051631.78-682209.5
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	17.619	1.3125	12.537	0.078
0.4747 	32.897	6.9463	12.747	0.208
0.547 	33.947	3.9358	12.617	0.1191
0.802 	26.326	3.9001	12.501	 0.15
1.21 	20.585	0.46856	12.221	0.025
1.59 	21.12	0.49976	11.714	0.026
2.15 	41.342	0.94107	10.519	0.025
3.6 	141.3	6.449	8.233	 0.05
4.5 	182.8	 10.6	 7.48	0.063
5.8 	223.1	4.799	6.795	0.023
8 	265.5	5.798	 5.94	0.024
24 	  189	1.302	3.935	0.01478
70 	-999.9	-999.9	-999.9	-999.9
