#Source SSTISAGE1C J045716.69-662823.2
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	11.502	0.22257	   13	0.021
0.4747 	13.218	0.43845	13.737	0.036
0.547 	9.8539	0.38226	13.96	0.0421
0.802 	6.6985	0.20986	13.987	0.034
1.21 	3.9659	0.11518	14.009	0.032
1.59 	2.5745	0.095408	13.999	0.041
2.15 	1.7014	0.10476	13.983	0.069
3.6 	0.7243	0.02816	13.958	0.042
4.5 	0.461	0.03276	13.976	0.077
5.8 	0.3712	0.03788	13.742	0.111
8 	0.3318	0.03139	13.198	0.103
24 	3.303	0.08883	8.392	0.0612
70 	-999.9	-999.9	-999.9	-999.9
