#Source SSTISAGE1C J051155.70-693020.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.027822	0.016722	19.541	0.511
0.4747 	0.28625	0.011839	17.898	0.044
0.547 	1.3552	0.074496	16.114	0.0581
0.802 	3.045	0.16117	14.843	0.056
1.21 	4.2028	0.107	13.946	0.028
1.59 	5.1133	0.1622	13.254	0.035
2.15 	4.9613	0.1174	12.821	0.026
3.6 	5.739	0.1932	11.711	0.037
4.5 	6.573	0.3605	11.091	 0.06
5.8 	6.856	0.2417	10.576	0.038
8 	7.896	0.2097	9.757	0.029
24 	4.537	0.1175	7.997	0.05626
70 	-999.9	-999.9	-999.9	-999.9
