#Source SSTISAGE1C J054038.62-693425.9
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	3.0732	0.091923	14.433	0.032
0.4747 	3.6572	0.34915	15.132	0.099
0.547 	3.3328	0.17673	15.137	0.0561
0.802 	3.4513	0.66761	14.707	0.192
1.21 	2.3246	0.077883	14.589	0.037
1.59 	2.0263	0.098314	14.259	0.054
2.15 	1.6611	0.096527	14.009	0.065
3.6 	0.3183	0.01763	14.851	 0.06
4.5 	0.2645	0.02547	14.579	0.105
5.8 	-999.9	-999.9	99.999	99.999
8 	-999.9	-999.9	99.999	99.999
24 	2.266	0.07811	8.751	0.07489
70 	-999.9	-999.9	-999.9	-999.9
