#Source SSTISAGE1C J051131.36-675550.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.64149	0.024909	16.134	0.043
0.4747 	1.7537	0.024061	15.93	0.015
0.547 	5.2627	0.16741	14.641	0.0351
0.802 	11.428	0.42351	13.407	0.041
1.21 	11.576	0.22174	12.846	0.021
1.59 	9.6449	0.24555	12.565	0.028
2.15 	8.8307	0.24066	12.195	 0.03
3.6 	8.184	0.2598	11.326	0.034
4.5 	12.85	0.5052	10.363	0.043
5.8 	21.88	0.7035	9.316	0.035
8 	33.34	0.552	8.193	0.018
24 	10.91	 0.17	7.044	0.01691
70 	-999.9	-999.9	-999.9	-999.9
