#Source SSTISAGE1C J050949.10-685230.5
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.18932	0.028774	17.459	0.179
0.4747 	0.25748	0.026942	18.013	 0.12
0.547 	0.19481	0.013855	18.22	0.0801
0.802 	0.18723	0.017884	17.871	0.109
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	0.88796	0.098749	14.689	0.128
3.6 	11.13	0.3138	10.992	0.031
4.5 	22.92	0.7578	9.735	0.036
5.8 	46.09	0.8111	8.507	0.019
8 	79.96	1.344	7.243	0.018
24 	90.21	2.296	4.751	0.05527
70 	-999.9	-999.9	-999.9	-999.9
