#Source SSTISAGE1C J045655.21-682733.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.054449	0.0041095	18.812	0.079
0.4747 	0.49063	0.015607	17.313	0.034
0.547 	2.272	0.057423	15.553	0.0271
0.802 	7.0272	0.38559	13.935	0.058
1.21 	10.645	0.25189	12.937	0.026
1.59 	14.305	0.32563	12.137	0.025
2.15 	10.765	0.26439	11.98	0.027
3.6 	 6.64	0.2921	11.553	0.048
4.5 	6.215	0.3095	11.152	0.054
5.8 	7.594	0.2163	10.465	0.031
8 	16.28	0.3975	8.971	0.026
24 	 19.7	0.3363	6.402	0.03705
70 	-999.9	-999.9	-999.9	-999.9
