#Source SSTISAGE1C J045137.81-670517.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.039663	0.0035471	19.156	0.093
0.4747 	0.031243	0.0015629	20.303	0.053
0.547 	0.033175	0.0018881	20.142	0.0601
0.802 	0.038724	0.0034243	19.582	0.092
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	1.1481	0.089387	14.41	0.088
3.6 	18.74	0.6042	10.426	0.035
4.5 	57.42	3.268	8.738	0.062
5.8 	142.5	3.053	7.281	0.023
8 	307.9	 8.23	5.779	0.029
24 	480.2	2.576	2.935	0.01165
70 	100.4	3.978	2.223	0.08607
