#Source SSTISAGE1C J044817.72-684432.9
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	99.999	99.999	99.999	99.999
0.4747 	0.013866	0.0021131	21.185	0.154
0.547 	0.014615	0.0016659	21.032	0.1172
0.802 	0.012729	0.0023507	20.79	0.184
1.21 	-999.9	-999.9	99.999	99.999
1.59 	-999.9	-999.9	99.999	99.999
2.15 	0.75648	0.097006	14.863	0.149
3.6 	2.642	0.1008	12.553	0.041
4.5 	3.653	0.1821	11.728	0.054
5.8 	4.717	0.1646	10.982	0.038
8 	-999.9	-999.9	99.999	99.999
24 	6.326	0.1238	7.636	0.04249
70 	-999.9	-999.9	-999.9	-999.9
