#Source SSTISAGE1C J054818.89-695238.1
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.015732	0.0023974	20.16	0.154
0.4747 	0.060083	0.0020256	19.593	0.036
0.547 	0.14415	0.0052857	18.547	0.0391
0.802 	0.28235	0.032996	17.425	 0.12
1.21 	0.48702	0.050557	16.286	0.119
1.59 	0.62907	0.070987	15.529	 0.13
2.15 	0.48932	0.091952	15.336	0.226
3.6 	0.416	0.03181	14.56	0.083
4.5 	0.4625	0.04027	13.972	0.095
5.8 	0.5024	0.05308	13.413	0.115
8 	0.7551	0.06061	12.306	0.087
24 	7.725	0.1402	7.419	0.03942
70 	-999.9	-999.9	-999.9	-999.9
