#Source SSTISAGE1C J051830.31-693754.7
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	29.894	0.27656	11.963	 0.01
0.4747 	31.794	0.29419	12.784	 0.01
0.547 	28.262	0.26413	12.816	0.0101
0.802 	24.054	2.9598	12.599	0.126
1.21 	11.396	0.26965	12.863	0.026
1.59 	7.3978	0.22807	12.853	0.034
2.15 	4.5919	0.17424	12.905	0.042
3.6 	2.151	0.08324	12.777	0.042
4.5 	1.307	0.06186	12.845	0.051
5.8 	0.9193	0.06614	12.757	0.078
8 	0.4204	0.02949	12.941	0.076
24 	 2.35	0.05929	8.711	0.05479
70 	-999.9	-999.9	-999.9	-999.9
