#Source SSTISAGE1C J054523.98-683658.6
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	3.7843	0.16738	14.207	0.048
0.4747 	4.6596	0.12452	14.869	0.029
0.547 	3.8798	0.29709	14.972	0.0831
0.802 	2.847	0.10494	14.916	 0.04
1.21 	1.5344	0.062296	15.04	0.045
1.59 	1.0972	0.086355	14.925	0.089
2.15 	0.71186	0.093567	14.929	0.153
3.6 	0.8068	0.03775	13.841	0.051
4.5 	0.7112	0.03165	13.505	0.048
5.8 	0.5618	0.04032	13.292	0.078
8 	0.4181	0.0243	12.947	0.063
24 	1.841	0.1558	8.976	0.1842
70 	-999.9	-999.9	-999.9	-999.9
