#Source SSTISAGE1C J045448.78-692516.8
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	13.304	0.46582	12.842	0.038
0.4747 	12.751	0.35248	13.776	 0.03
0.547 	10.356	0.42083	13.906	0.0441
0.802 	6.6801	0.24621	13.99	 0.04
1.21 	3.9586	0.12558	14.011	0.035
1.59 	2.5651	0.13343	14.003	0.058
2.15 	1.881	0.10441	13.874	0.062
3.6 	0.9036	0.03594	13.718	0.043
4.5 	0.6664	0.05368	13.576	0.087
5.8 	0.5232	0.04708	13.369	0.098
8 	0.4254	0.02817	12.929	0.072
24 	3.698	 0.16	8.219	0.094
70 	-999.9	-999.9	-999.9	-999.9
