#Source SSTISAGE1C J053804.55-703218.0
#Wavelength_(um)	Flux_(mJy)	Flux_error	Magnitude	Magnitude_error
0.353 	0.064563	0.0051934	18.627	0.084
0.4747 	0.22385	0.012501	18.165	0.059
0.547 	0.73588	0.034752	16.777	0.0501
0.802 	3.1973	0.11999	14.79	 0.04
1.21 	7.7758	0.18399	13.278	0.026
1.59 	10.902	0.28733	12.432	0.029
2.15 	9.2044	0.2178	12.15	0.026
3.6 	4.879	0.3677	11.887	0.082
4.5 	3.229	0.3569	11.862	 0.12
5.8 	2.662	0.1543	11.603	0.063
8 	6.192	0.1799	10.021	0.032
24 	5.044	0.07358	7.882	0.03168
70 	-999.9	-999.9	-999.9	-999.9
